speed,elapsedTime,elapsedDistance,lateralAcceleration,longitudinalAcceleration,gear,gearRatio,engineSpeed,torque,power,downForce,dragForce,tractionControl,throttlePosition,brakePosition,cornerRadius,sectorIndex,maximumCornerSpeed,loadSensitiveLatGrip,loadSensitiveLongGrip,yawangle,yawvelocity,yawacceleration,xposition,yposition,trackelevation,fz
68.01896813,0.004484152,0.1,-18.38432366,3.214996099,1,14.3,16918.62694,13.12378771,27.44385224,709.1947438,493.9918678,0,49.72447847,0,67.16646131,1,80.28273935,1.74,1.64,0,0,0,0.11251088,-9.42E-05,0,3652.194744
68.08021303,0.009776793,0.2,5.344521497,3.214363205,1,14.3,16933.86063,15.53071853,27.54077441,710.4724496,355.2362248,0,75.60732085,0,66.91569335,1,80.28273935,1.64,1.74,0.097954279,2.065267787,40.86321453,0.222454852,-0.001654143,0,3653.47245
68.14127892,0.015064673,0.3,5.374253674,3.20785418,1,14.3,16949.04979,15.51687889,27.54091367,711.7475658,355.8737829,0,75.54174713,0,66.66492539,1,80.28273935,1.64,1.74,0.19624085,2.762584439,13.80947155,0.332351797,-0.00302547,0,3654.747566
68.20216662,0.020347814,0.4,5.404190802,3.201362157,1,14.3,16964.19463,15.50307963,27.54100868,713.0200993,356.5100496,0,75.47620906,0,66.41415743,1,80.28273935,1.64,1.74,0.29486222,3.00397795,4.784780167,0.442201398,-0.004207741,0,3656.020099
68.26287691,0.025626239,0.5,5.434335262,3.194887068,1,14.3,16979.29534,15.48932057,27.54105983,714.2900568,357.1450284,0,75.41070671,0,66.16338947,1,80.28273935,1.64,1.74,0.393820924,3.093458372,1.775220526,0.552003333,-0.005200482,0,3657.290057
68.3234106,0.030899969,0.6,5.464689474,3.188428845,1,14.3,16994.35212,15.47560154,27.54106751,715.557445,357.7787225,0,75.34524018,0,65.91262151,1,80.28273935,1.64,1.74,0.49311953,3.132363119,0.772526345,0.661757278,-0.006003215,0,3658.557445
68.38376848,0.036169027,0.7,5.495255891,3.181987421,1,14.3,17009.36518,15.46192236,27.54103209,716.8222707,358.4111354,0,75.27980956,0,65.66185355,1,80.28273935,1.64,1.74,0.59276063,3.154472071,0.43940381,0.771462905,-0.006615456,0,3659.822271
68.44395131,0.041433434,0.8,5.526037006,3.17556273,1,14.3,17024.33469,15.44828284,27.54095395,718.0845405,359.0422703,0,75.21441492,0,65.41108559,1,80.28273935,1.64,1.74,0.692746849,3.171045942,0.329687965,0.881119885,-0.007036722,0,3661.084541
68.5039599,0.046693213,0.9,5.557035348,3.169154706,1,14.3,17039.26086,15.43468282,27.54083346,719.344261,359.6721305,0,75.14905636,0,65.16031763,1,80.28273935,1.64,1.74,0.793080841,3.185839066,0.294524283,0.990727883,-0.007266521,0,3662.344261
68.563795,0.051948383,1,5.588253487,3.162763283,1,14.3,17054.14388,15.42112212,27.54067099,720.601439,360.3007195,0,75.08373396,0,64.90954967,1,80.28273935,1.64,1.74,0.893765292,3.200103666,0.284250594,1.100286565,-0.007304363,0,3663.601439
68.62345738,0.057198968,1.1,5.619694031,3.156388395,1,14.3,17068.98394,15.40760056,27.5404669,721.8560808,360.9280404,0,75.01844781,0,64.65878172,1,80.28273935,1.64,1.74,0.994802917,3.214257936,0.282298409,1.20979559,-0.007149749,0,3664.856081
68.68294781,0.062444987,1.2,5.651359629,3.150029977,1,14.3,17083.78123,15.39411797,27.54022155,723.1081932,361.5540966,0,74.953198,0,64.40801376,1,80.28273935,1.64,1.74,1.096196465,3.228442074,0.283140283,1.319254617,-0.006802181,0,3666.108193
68.74226704,0.067686463,1.3,5.683252971,3.143687966,1,14.3,17098.53594,15.38067418,27.53993531,724.3577827,362.1788914,0,74.8879846,0,64.1572458,1,80.28273935,1.64,1.74,1.197948715,3.242703625,0.284932385,1.4286633,-0.006261154,0,3667.357783
68.80141582,0.072923416,1.4,5.715376791,3.137362297,1,14.3,17113.24825,15.36726901,27.53960852,725.6048558,362.8024279,0,74.8228077,0,63.90647784,1,80.28273935,1.64,1.74,1.30006248,3.257059263,0.287059862,1.53802129,-0.005526162,0,3668.604856
