speed,elapsedTime,elapsedDistance,lateralAcceleration,longitudinalAcceleration,gear,gearRatio,engineSpeed,torque,power,downForce,dragForce,tractionControl,throttlePosition,brakePosition,cornerRadius,sectorIndex,maximumCornerSpeed,loadSensitiveLatGrip,loadSensitiveLongGrip,yawangle,yawvelocity,yawacceleration,xposition,yposition,trackelevation,fz
66.63091322,0.004484152,0.1,-17.64164627,2.913988116,1,14.3,16573.37056,11.91378686,24.91355495,680.5451774,493.9918678,0,54.7746495,0,67.16646131,1,80.28273935,1.74,1.64,0,0,0,0.11251088,-9.42E-05,0,3623.545177
66.68758092,0.00988705,0.2,5.128105411,2.913441946,1,14.3,16587.46574,14.38531983,24.98780907,681.7032384,340.8516192,0,74.73148931,0,66.91569335,1,80.28273935,1.64,1.74,0.097954279,2.023021109,39.21049249,0.222454852,-0.001654143,0,3624.703238
66.74409131,0.015285356,0.3,5.156122781,2.907824762,1,14.3,16601.52179,14.37369343,24.98877091,682.8590649,341.4295324,0,74.6681731,0,66.66492539,1,80.28273935,1.64,1.74,0.19624085,2.705972956,13.24833084,0.332351797,-0.00302547,0,3625.859065
66.80044504,0.020679092,0.4,5.184334834,2.902221439,1,14.3,16615.53888,14.36209926,24.989696,684.0126623,342.0063312,0,74.60489412,0,66.41415743,1,80.28273935,1.64,1.74,0.29486222,2.942294239,4.58819406,0.442201398,-0.004207741,0,3627.012662
66.8566428,0.026068278,0.5,5.212743825,2.896631927,1,14.3,16629.51717,14.35053719,24.99058463,685.1640362,342.5820181,0,74.54165244,0,66.16338947,1,80.28273935,1.64,1.74,0.393820924,3.029798558,1.700336822,0.552003333,-0.005200482,0,3628.164036
66.91268523,0.031452933,0.6,5.241352043,2.891056173,1,14.3,16643.45682,14.33900707,24.9914371,686.3131921,343.156596,0,74.47844813,0,65.91262151,1,80.28273935,1.64,1.74,0.49311953,3.067757821,0.738224501,0.661757278,-0.006003215,0,3629.313192
66.96857299,0.036833079,0.7,5.270161815,2.885494127,1,14.3,16657.35801,14.32750877,24.9922537,687.4601354,343.7300677,0,74.41528127,0,65.66185355,1,80.28273935,1.64,1.74,0.59276063,3.089263386,0.418586711,0.771462905,-0.006615456,0,3630.460135
67.02430674,0.042208735,0.8,5.299175498,2.879945736,1,14.3,16671.22088,14.31604216,24.9930347,688.6048716,344.3024358,0,74.3521519,0,65.41108559,1,80.28273935,1.64,1.74,0.692746849,3.105346437,0.313303759,0.881119885,-0.007036722,0,3631.604872
67.07988713,0.04757992,0.9,5.328395491,2.874410951,1,14.3,16685.04561,14.3046071,24.9937804,689.7474061,344.873703,0,74.28906012,0,65.16031763,1,80.28273935,1.64,1.74,0.793080841,3.119684779,0.279548626,0.990727883,-0.007266521,0,3632.747406
67.13531478,0.052946656,1,5.357824225,2.868889721,1,14.3,16698.83235,14.29320346,24.99449108,690.8877443,345.4438721,0,74.22600597,0,64.90954967,1,80.28273935,1.64,1.74,0.893765292,3.133505099,0.269672427,1.100286565,-0.007304363,0,3633.887744
67.19059036,0.05830896,1.1,5.387464171,2.863381997,1,14.3,16712.58126,14.28183111,24.99516702,692.0258916,346.0129458,0,74.16298954,0,64.65878172,1,80.28273935,1.64,1.74,0.994802917,3.14721706,0.267779121,1.20979559,-0.007149749,0,3635.025892
67.24571448,0.063666853,1.2,5.417317838,2.857887727,1,14.3,16726.29251,14.27048992,24.99580849,693.1618533,346.5809267,0,74.10001088,0,64.40801376,1,80.28273935,1.64,1.74,1.096196465,3.160957992,0.268565853,1.319254617,-0.006802181,0,3636.161853
67.30068779,0.069020354,1.3,5.447387774,2.852406863,1,14.3,16739.96623,14.25917976,24.99641577,694.2956348,347.1478174,0,74.03707007,0,64.1572458,1,80.28273935,1.64,1.74,1.197948715,3.174774464,0.270263796,1.4286633,-0.006261154,0,3637.295635
67.35551091,0.074369483,1.4,5.477676567,2.846939355,1,14.3,16753.6026,14.2479005,24.99698913,695.4272415,347.7136208,0,73.97416717,0,63.90647784,1,80.28273935,1.64,1.74,1.30006248,3.188682798,0.272283127,1.53802129,-0.005526162,0,3638.427242
67.41018445,0.079714257,1.5,5.508186846,2.841485155,1,14.3,16767.20177,14.23665202,24.99752885,696.5566786,348.2783393,0,73.91130224,0,63.65570988,1,80.28273935,1.64,1.74,1.402540606,3.202689249,0.274427338,1.647328237,-0.004596691,0,3639.556679
67.46470905,0.085054696,1.6,5.53892128,2.836044214,1,14.3,16780.76389,14.22543417,24.99803519,697.6839514,348.8419757,0,73.84847536,0,63.40494192,1,80.28273935,1.64,1.74,1.505385971,3.216796731,0.276631173,1.756583785,-0.003472228,0,3640.683951
67.51908532,0.090390819,1.7,5.569882582,2.830616484,1,14.3,16794.28911,14.21424685,24.99850842,698.8090652,349.4045326,0,73.78568659,0,63.15417396,1,80.28273935,1.64,1.74,1.608601491,3.231007052,0.27887313,1.865787576,-0.002152254,0,3641.809065
67.57331386,0.095722645,1.8,5.601073506,2.825201915,1,14.3,16807.77759,14.20308991,24.9989488,699.9320252,349.9660126,0,73.72293598,0,62.903406,1,80.28273935,1.64,1.74,1.712190112,3.24532167,0.281146342,1.974939247,-0.000636244,0,3642.932025
67.62739529,0.101050192,1.9,5.632496852,2.819800462,1,14.3,16821.22948,14.19196325,24.9993566,701.0528366,350.5264183,0,73.66022362,0,62.65263804,1,80.28273935,1.64,1.74,1.816154819,3.259741937,0.283448812,2.084038435,0.001076326,0,3644.052837
