speed,elapsedTime,elapsedDistance,lateralAcceleration,longitudinalAcceleration,gear,gearRatio,engineSpeed,torque,power,downForce,dragForce,tractionControl,throttlePosition,brakePosition,cornerRadius,sectorIndex,maximumCornerSpeed,loadSensitiveLatGrip,loadSensitiveLongGrip,yawangle,yawvelocity,yawacceleration,xposition,yposition,trackelevation,fz,
Speed (linear),Time,Length,Acceleration (linear),Acceleration (linear),Unitless,Unitless,Speed (angular),Torque,Power,Force,Force,Ratio,Ratio,Ratio,Length,Unitless,Speed (linear),Unitless,Unitless,Angle,Speed (angular),Acceleration (angular),Length,Length,Length,Force,
km/h,s,m,m/s^2,m/s^2,-,-,rpm,N.m,kW,N,N,%,%,%,m,-,km/h,-,-,deg,rpm,deg/s^2,m,m,m,N,
80.4328851618532,18.9847733180101,367.200000000015,-7.0555206265377,6.74091609198513E-10,1,14.3,20006.389620472,6.6802466743633,13.9955458008204,991.682670842018,495.841335421009,0,20.8439643782155,0,-70.7511050205067,1,80.4330180963244,1.64,1.74,127.767713719082,-2.6088864225018,-0.163787423118443,-41.9515020143779,135.825365156314,0,3934.68267084202,
80.4328851618615,18.9892490992689,367.300000000015,-7.05552062653917,5.18495160880169E-10,1,14.3,20006.3896204741,6.68024667397413,13.9955458000065,991.682670842224,495.841335421112,0,20.8439643735876,0,-70.7511050205067,1,80.4330180963244,1.64,1.74,127.697558893298,-2.61129365471697,-0.0563219588964721,-42.0037827668754,135.894857944774,0,3934.68267084222,
80.4328851618679,18.9937248805277,367.400000000015,-7.05552062654029,3.98921571331812E-10,1,14.3,20006.3896204757,6.6802466736737,13.9955457993782,991.682670842383,495.841335421191,0,20.8439643700151,0,-70.7511050205067,1,80.4330180963244,1.64,1.74,127.627401095702,-2.61216985576817,-0.0205004566156641,-42.0559761752632,135.964411742712,0,3934.68267084238,
80.4328851618729,18.9982006617865,367.500000000015,-7.05552062654116,3.0661415924745E-10,1,14.3,20006.389620477,6.6802466734441,13.995545798898,991.682670842505,495.841335421252,0,20.8439643672848,0,-70.7511050205067,1,80.4330180963244,1.64,1.74,127.557240325604,-2.61253572950848,-0.00856033980970516,-42.10808216474,136.034026442899,0,3934.6826708425,
80.4328851618767,19.0026764430453,367.600000000015,-7.05552062654183,2.36070623789904E-10,1,14.3,20006.3896204779,6.68024667326661,13.9955457985268,991.682670842598,495.841335421299,0,20.8439643651743,0,-70.7511050205067,1,80.4330180963244,1.64,1.74,127.487076582471,-2.61273150797431,-0.00458062443498718,-42.1601006606363,136.103701938014,0,3934.6826708426,
80.4328851618796,19.0071522243041,367.700000000015,-7.05552062654234,1.81537226732568E-10,1,14.3,20006.3896204786,6.68024667312983,13.9955457982408,991.68267084267,495.841335421335,0,20.8439643635478,0,-70.7511050205067,1,80.4330180963244,1.64,1.74,127.41690986567,-2.61287060300358,-0.00325440332340311,-42.2120315884141,136.173438120644,0,3934.68267084267,
80.4328851618819,19.011628005563,367.800000000015,-7.05552062654273,1.39511750300395E-10,1,14.3,20006.3896204792,6.68024667302562,13.9955457980228,991.682670842726,495.841335421363,0,20.8439643623084,0,-70.7511050205067,1,80.4330180963244,1.64,1.74,127.346740174621,-2.61299081841056,-0.00281267721820501,-42.2638748736675,136.243234883285,0,3934.68267084273,
80.4328851618836,19.0161037868218,367.900000000015,-7.05552062654304,1.07491047174335E-10,1,14.3,20006.3896204796,6.6802466729442,13.9955457978526,991.682670842769,495.841335421384,0,20.8439643613403,0,-70.7511050205067,1,80.4330180963244,1.64,1.74,127.276567508749,-2.61310475469258,-0.00266576467043711,-42.3156304421225,136.313092118343,0,3934.68267084277,
80.4328851618849,19.0205795680806,368.000000000015,-7.05552062654327,8.24762006838379E-11,1,14.3,20006.3896204799,6.68024667288233,13.9955457977232,991.682670842801,495.841335421401,0,20.8439643606045,0,-70.7511050205067,1,80.4330180963244,1.64,1.74,127.206391867437,-2.61321661278541,-0.00261714132392713,-42.367298219637,136.383009718132,0,3934.6826708428,
80.4328851618859,19.0250553493394,368.100000000015,-7.05552062654345,6.34644929201992E-11,1,14.3,20006.3896204802,6.68024667283429,13.9955457976227,991.682670842827,495.841335421413,0,20.8439643600333,0,-70.7511050205067,1,80.4330180963244,1.64,1.74,127.136213250126,-2.61332779229194,-0.00260126445530019,-42.4188781322015,136.452987574873,0,3934.68267084283,
80.4328851618867,19.0295311305982,368.200000000015,-7.05552062654359,4.87062360813676E-11,1,14.3,20006.3896204804,6.68024667279847,13.9955457975478,991.682670842846,495.841335421423,0,20.8439643596073,0,-70.7511050205067,1,80.4330180963244,1.64,1.74,127.066031656235,-2.61343875948528,-0.00259629696826962,-42.4703701059384,136.523025580701,0,3934.68267084285,
80.4328851618873,19.034006911857,368.300000000015,-7.05552062654369,3.76984606494564E-11,1,14.3,20006.3896204805,6.68024667277079,13.9955457974899,991.682670842861,495.84133542143,0,20.8439643592781,0,-70.7511050205067,1,80.4330180963244,1.64,1.74,126.995847085185,-2.61354967056232,-0.00259498401637921,-42.5217740671029,136.593123627656,0,3934.68267084286,
80.4328851618878,19.0384826931158,368.400000000015,-7.05552062654378,2.91932167328923E-11,1,14.3,20006.3896204807,6.68024667274799,13.9955457974422,991.682670842872,495.841335421436,0,20.8439643590071,0,-70.7511050205067,1,80.4330180963244,1.64,1.74,126.925659536437,-2.61366057636232,-0.00259486054967569,-42.5730899420823,136.663281607689,0,3934.68267084287,
80.4328851618882,19.0429584743747,368.500000000015,-7.05552062654384,2.21894917255365E-11,1,14.3,20006.3896204808,6.6802466727317,13.9955457974082,991.682670842881,495.841335421441,0,20.8439643588134,0,-70.7511050205067,1,80.4330180963244,1.64,1.74,126.855469009391,-2.61377149466707,-0.00259515312313153,-42.6243176573969,136.733499412661,0,3934.68267084288,
80.4328851618884,19.0474342556335,368.600000000015,-7.05552062654389,1.71856129327352E-11,1,14.3,20006.3896204808,6.68024667271868,13.9955457973809,991.682670842888,495.841335421444,0,20.8439643586585,0,-70.7511050205067,1,80.4330180963244,1.64,1.74,126.785275503503,-2.61388243088747,-0.00259557229490041,-42.6754571396997,136.803776934345,0,3934.68267084289,
80.4328851618886,19.0519100368923,368.700000000015,-7.05552062654393,1.31837415059029E-11,1,14.3,20006.3896204809,6.68024667270809,13.9955457973588,991.682670842893,495.841335421447,0,20.8439643585326,0,-70.7511050205067,1,80.4330180963244,1.64,1.74,126.715079018225,-2.61399338617999,-0.00259601852520075,-42.7265083157764,136.874114064419,0,3934.68267084289,
80.4328851618888,19.0563858181511,368.800000000015,-7.05552062654396,9.93154003481322E-12,1,14.3,20006.3896204809,6.68024667269995,13.9955457973418,991.682670842898,495.841335421449,0,20.8439643584359,0,-70.7511050205067,1,80.4330180963244,1.64,1.74,126.644879552992,-2.61410436208893,-0.00259650088684098,-42.7774711125459,136.944510694477,0,3934.6826708429,
80.4328851618889,19.0608615994099,368.900000000015,-7.05552062654398,7.43042960493767E-12,1,14.3,20006.3896204809,6.68024667269507,13.9955457973315,991.6826708429,495.84133542145,0,20.8439643583777,0,-70.7511050205067,1,80.4330180963244,1.64,1.74,126.574677107298,-2.61421535790267,-0.00259696659907214,-42.8283454570601,137.014966716018,0,3934.6826708429,
80.432885161889,19.0653373806687,369.000000000015,-7.05552062654399,5.92891069572943E-12,1,14.3,20006.389620481,6.680246672691,13.995545797323,991.682670842903,495.841335421451,0,20.8439643583293,0,-70.7511050205067,1,80.4330180963244,1.64,1.74,126.504471680559,-2.6143263735116,-0.00259742974686291,-42.8791312765039,137.085482020457,0,3934.6826708429,
80.4328851618891,19.0698131619275,369.100000000015,-7.055520626544,4.67811863321306E-12,1,14.3,20006.389620481,6.68024667268774,13.9955457973162,991.682670842905,495.841335421452,0,20.8439643582906,0,-70.7511050205067,1,80.4330180963244,1.64,1.74,126.43426327223,-2.61443740977899,-0.00259791309233631,-42.9298284981958,137.156056499114,0,3934.6826708429,
80.4328851618892,19.0742889431864,369.200000000015,-7.05552062654402,3.67691654901137E-12,1,14.3,20006.389620481,6.68024667268448,13.9955457973094,991.682670842906,495.841335421453,0,20.8439643582519,0,-70.7511050205067,1,80.4330180963244,1.64,1.74,126.364051881836,-2.61454846480074,-0.00259835188768565,-42.9804370495876,137.226690043225,0,3934.68267084291,
80.4328851618892,19.0787647244452,369.300000000015,-7.05552062654402,2.67727765882834E-12,1,14.3,20006.389620481,6.68024667268285,13.995545797306,991.682670842907,495.841335421453,0,20.8439643582325,0,-70.7511050205067,1,80.4330180963244,1.64,1.74,126.293837508788,-2.61465954013085,-0.00259882704180065,-43.0309568582646,137.297382543934,0,3934.68267084291,
80.4328851618892,19.083240505704,369.400000000016,-7.05552062654403,2.17658187769606E-12,1,14.3,20006.389620481,6.68024667268123,13.9955457973026,991.682670842908,495.841335421454,0,20.8439643582131,0,-70.7511050205067,1,80.4330180963244,1.64,1.74,126.223620152606,-2.614770634675,-0.00259927659241546,-43.0813878519458,137.368133892297,0,3934.68267084291,
80.4328851618893,19.0877162869628,369.500000000016,-7.05552062654403,1.67588609656377E-12,1,14.3,20006.389620481,6.6802466726796,13.9955457972992,991.682670842909,495.841335421454,0,20.8439643581938,0,-70.7511050205067,1,80.4330180963244,1.64,1.74,126.153399812745,-2.61488174806685,-0.00259971757159539,-43.1317299584838,137.438943979282,0,3934.68267084291,
80.4328851618893,19.0921920682216,369.600000000016,-7.05552062654404,1.17637455332442E-12,1,14.3,20006.389620481,6.68024667267878,13.9955457972975,991.682670842909,495.841335421454,0,20.8439643581841,0,-70.7511050205067,1,80.4330180963244,1.64,1.74,126.083176488685,-2.614992881278,-0.0026001812832438,-43.1819831058652,137.509812695767,0,3934.68267084291,
80.4328851618893,19.0966678494804,369.700000000016,-7.05552062654404,9.2602666275828E-13,1,14.3,20006.389620481,6.68024667267797,13.9955457972958,991.682670842909,495.841335421455,0,20.8439643581745,0,-70.7511050205067,1,80.4330180963244,1.64,1.74,126.012950179966,-2.61510403282641,-0.0026006103195882,-43.2321472222106,137.580739932544,0,3934.68267084291,
80.4328851618893,19.1011436307393,369.800000000016,-7.05552062654404,6.76436684443615E-13,1,14.3,20006.389620481,6.68024667267797,13.9955457972958,991.682670842909,495.841335421455,0,20.8439643581744,0,-70.7511050205067,1,80.4330180963244,1.64,1.74,125.942720886019,-2.61521520324797,-0.00260105189445074,-43.2822222357745,137.651725580314,0,3934.68267084291,
80.4328851618893,19.1056194119981,369.900000000016,-7.05552062654404,6.76057728317877E-13,1,14.3,20006.389620481,6.68024667267797,13.9955457972958,991.68267084291,495.841335421455,0,20.8439643581744,0,-70.7511050205067,1,80.4330180963244,1.64,1.74,125.872488606358,-2.61532639304062,-0.00260150511954757,-43.3322080749457,137.722769529694,0,3934.68267084291,
80.4328851618893,19.1100951932569,370.000000000016,-7.05552062654404,6.75441924613551E-13,1,14.3,20006.389620481,6.68024667267716,13.9955457972941,991.68267084291,495.841335421455,0,20.8439643581647,0,-70.7511050205067,1,80.4330180963244,1.64,1.74,125.802253340525,-2.61543760005122,-0.00260190796742499,-43.3821046682472,137.793871671209,0,3934.68267084291,
80.4328851618893,19.1145709745157,370.100000000016,-7.05552062654405,4.25094034047409E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-70.7511050205067,1,80.4330180963244,1.64,1.74,125.732015087951,-2.61554882639346,-0.00260236026917594,-43.4319119443364,137.865031895298,0,3934.68267084291,
80.4328851618893,19.1190467557745,370.200000000016,-7.05552062654405,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-70.7511050205067,1,80.4330180963244,1.64,1.74,125.661773848227,-17.6824456173147,-352.519850975963,-43.4816298320054,137.936250092315,0,3934.68267084291,
80.4328851618893,19.1235225370333,370.300000000016,-7.05552062654405,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-70.7511050205067,1,80.4330180963244,1.64,1.74,125.591529620829,-6.36488999794629,264.796598510978,-43.5312582601806,138.007526152522,0,3934.68267084291,
80.4328851618893,19.1279983182921,370.400000000016,-7.05552062654405,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-70.7511050205067,1,80.4330180963244,1.64,1.74,124.307440950392,-17.6513606718329,-264.069304729062,-43.5807971579233,138.078859966097,0,3934.68267084291,
80.4328851618893,19.132474099551,370.500000000016,0.841505097033788,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,593.206009782406,1,80.4330180963244,1.64,1.74,124.339760333405,-5.0653946400504,294.473568876239,-43.696955026977,138.254391502736,0,3934.68267084291,
80.4328851618893,19.1369498808098,370.600000000016,0.865519899644521,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,576.746855881639,1,80.4330180963244,1.64,1.74,124.372710808868,-0.853580217169239,98.5437288975879,-43.8115193226796,138.42730290259,0,3934.68267084291,
80.4328851618893,19.1414256620686,370.700000000016,0.890945632142415,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,560.287701980872,1,80.4330180963244,1.64,1.74,124.40632443041,0.56770882876149,33.2538683723628,-43.9244890153781,138.597594795517,0,3934.68267084291,
80.4328851618893,19.1459014433274,370.800000000016,0.917910401330089,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,543.828548080105,1,80.4330180963244,1.64,1.74,124.440635655236,1.05974752171164,11.5122184163173,-44.0358630850371,138.765267805337,0,3934.68267084291,
80.4328851618893,19.1503772245862,370.900000000016,0.946558306819782,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,527.369394179339,1,80.4330180963244,1.64,1.74,124.475681593381,1.24303426067823,4.28835577776731,-44.14564052245,138.930322549012,0,3934.68267084291,
80.4328851618893,19.154853005845,371.000000000016,0.977052017103415,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,510.910240278572,1,80.4330180963244,1.64,1.74,124.511502291078,1.32448336550864,1.90566290427137,-44.2538203306217,139.092759635715,0,3934.68267084291,
80.4328851618893,19.1593287871039,371.100000000016,1.00957586013179,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,494.451086377805,1,80.4330180963244,1.64,1.74,124.548141054417,1.37315712916385,1.13881897170177,-44.3604015263504,139.252579665762,0,3934.68267084291,
80.4328851618893,19.1638045683627,371.200000000016,1.04433955241901,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,477.991932477038,1,80.4330180963244,1.64,1.74,124.585644820881,1.41217794104885,0.912969072632838,-44.4653831420445,139.409783229388,0,3934.68267084291,
80.4328851618893,19.1682803496215,371.300000000016,1.08158272606953,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,461.532778576272,1,80.4330180963244,1.64,1.74,124.624064587586,1.44936738507418,0.870120599325237,-44.5687642278169,139.564370905334,0,3934.68267084291,
80.4328851618893,19.1727561308803,371.400000000016,1.12158046028209,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,445.073624675505,1,80.4330180963244,1.64,1.74,124.663455907586,1.48746135260866,0.891283715862964,-44.6705438539074,139.716343259209,0,3934.68267084291,
80.4328851618893,19.1772319121391,371.500000000016,1.16465008733996,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,428.614470774738,1,80.4330180963244,1.64,1.74,124.703879468331,1.52751761595058,0.93719550746876,-44.7707211134977,139.865700841596,0,3934.68267084291,
80.4328851618893,19.1817076933979,371.600000000016,1.21115962935791,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,412.155316873971,1,80.4330180963244,1.64,1.74,124.74540176967,1.57005479161066,0.995241358105477,-44.8692951259952,140.012444185828,0,3934.68267084291,
80.4328851618893,19.1861834746567,371.700000000016,1.26153834061002,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,395.696162973205,1,80.4330180963244,1.64,1.74,124.788095923977,1.6154358401175,1.06177938820173,-44.9662650408846,140.156573805391,0,3934.68267084291,
80.4328851618893,19.1906592559156,371.800000000016,1.31628999512445,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,379.237009072438,1,80.4330180963244,1.64,1.74,124.832042606939,1.66400070102889,1.13627097661338,-45.0616300422653,140.29809019086,0,3934.68267084291,
80.4328851618893,19.1951350371744,371.900000000016,1.37600979141009,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,362.777855171671,1,80.4330180963244,1.64,1.74,124.877331196007,1.71611656206088,1.21935364789599,-45.1553893542302,140.43699380626,0,3934.68267084291,
80.4328851618893,19.1996108184332,372.000000000016,1.44140607767089,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,346.318701270904,1,80.4330180963244,1.64,1.74,124.924061145038,1.77220234033137,1.31223771372055,-45.2475422472769,140.573285084735,0,3934.68267084291,
80.4328851618893,19.204086599692,372.100000000016,1.51332858121833,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,329.859547370138,1,80.4330180963244,1.64,1.74,124.972343659292,1.83274681854086,1.4165578175785,-45.3380880460025,140.706964423347,0,3934.68267084291,
80.4328851618893,19.2085623809508,372.200000000016,1.59280553319329,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,313.400393469371,1,80.4330180963244,1.64,1.74,125.022303756572,1.89832772656732,1.53439505461321,-45.4270261384025,140.838032176782,0,3934.68267084291,
80.4328851618893,19.2130381622096,372.300000000016,1.68109314000368,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,296.941239568604,1,80.4330180963244,1.64,1.74,125.074082831715,1.96963540445539,1.66838416240375,-45.514355987197,140.966488649689,0,3934.68267084291,
80.4328851618893,19.2175139434685,372.400000000016,1.77974247315792,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,280.482085667837,1,80.4330180963244,1.64,1.74,125.127841885169,2.04750398482409,1.82188945263252,-45.6000771437439,141.09233408726,0,3934.68267084291,
80.4328851618893,19.2219897247273,372.500000000016,1.89069137851771,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,264.022931767071,1,80.4330180963244,1.64,1.74,125.183765642196,2.13295371552329,1.99926545923975,-45.6841892652895,141.215568663547,0,3934.68267084291,
80.4328851618893,19.2264655059861,372.600000000016,2.0163930487947,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,247.563777866304,1,80.4330180963244,1.64,1.74,125.242067884689,2.22724963208986,2.20623947432347,-45.7666921365803,141.336192466818,0,3934.68267084291,
80.4328851618893,19.2309412872449,372.700000000016,2.15999953725465,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,231.104623965537,1,80.4330180963244,1.64,1.74,125.302998464672,2.33198461208898,2.45048201056968,-45.8475856972465,141.454205480992,0,3934.68267084291,
80.4328851618893,19.2354170685037,372.800000000016,2.32562970312086,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,214.64547006477,1,80.4330180963244,1.64,1.74,125.3668526955,2.44919958009223,2.74247601387669,-45.9268700769441,141.569607561797,0,3934.68267084291,
80.4328851618893,19.2398928497625,372.900000000016,2.51877067239033,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,198.186316164004,1,80.4330180963244,1.64,1.74,125.433984176952,2.58156167697952,3.0968730533609,-46.0045456410938,141.682398405721,0,3934.68267084291,
80.4328851618893,19.2443686310213,373.000000000016,2.74689746214099,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,181.727162263237,1,80.4330180963244,1.64,1.74,125.504822696423,2.73263513143993,3.53466227265169,-46.0806130513596,141.792577508921,0,3934.68267084291,
80.4328851618893,19.2488444122802,373.100000000016,3.02046285768835,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,165.26800836247,1,80.4330180963244,1.64,1.74,125.579899822194,2.90730367007088,4.08671593512712,-46.1550733470475,141.900144111876,0,3934.68267084291,
80.4328851618893,19.253320193539,373.200000000016,3.35454420792841,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,148.808854461703,1,80.4330180963244,1.64,1.74,125.659886458442,3.11244333214855,4.79964813646654,-46.2279280568477,142.005097123317,0,3934.68267084291,
80.4328851618893,19.2577959747978,373.300000000016,3.77171900432924,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,132.349700560937,1,80.4330180963244,1.64,1.74,125.745649465064,3.3579972129191,5.74521871736486,-46.2991793556352,142.107435013367,0,3934.68267084291,
80.4328851618893,19.2622717560566,373.400000000016,4.30739085463762,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,115.89054666017,1,80.4330180963244,1.64,1.74,125.838339176767,3.65857182055489,7.03253744691283,-46.3688302897775,142.20715565974,0,3934.68267084291,
80.4328851618893,19.2667475373154,373.500000000016,5.02040519567963,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,99.431392759403,1,80.4330180963244,1.64,1.74,125.939526374804,4.03469587292175,8.80016613432558,-46.43688510867,142.304256120978,0,3934.68267084291,
80.4328851618893,19.2712233185742,373.600000000016,6.01630000214235,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,82.9722388586363,1,80.4330180963244,1.64,1.74,126.051408106536,4.31926482932611,6.65805357905521,-46.5033497613713,142.39873229578,0,3934.68267084291,
80.4328851618893,19.275699099833,373.700000000016,7.50507785256332,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,66.5130849578695,1,80.4330180963244,1.64,1.74,126.177022596484,4.60620165321496,6.71345452221876,-46.5682326327657,142.490578415432,0,3934.68267084291,
80.4328851618893,19.2801748810919,373.800000000017,9.97296057033933,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,50.0539310571028,1,80.4330180963244,1.64,1.74,126.304767890062,4.73225989789009,2.94938196257807,-46.6315454758948,142.579786391878,0,3934.68267084291,
80.4328851618893,19.2846506623507,373.900000000017,10.3470229800366,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,48.2443966526497,1,80.4330180963244,1.64,1.74,126.434255211273,4.79988798673136,1.58229289885883,-46.6948651938333,142.668583922562,0,3934.68267084291,
80.4328851618893,19.2891264436095,374.000000000017,10.3756564723766,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,48.1112575529045,1,80.4330180963244,1.64,1.74,126.564061894423,4.83040243587504,0.713945891713268,-46.7583749500343,142.757223497807,0,3934.68267084291,
80.4328851618893,19.2936022248683,374.100000000017,10.4044488803854,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,47.9781184531593,1,80.4330180963244,1.64,1.74,126.694189688752,4.84858945897035,0.42552137711055,-46.8220748568894,142.845704370671,0,3934.68267084291,
80.4328851618893,19.2980780061271,374.200000000017,10.4334015307157,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,47.844979353414,1,80.4330180963244,1.64,1.74,126.824640357941,4.86271149086109,0.330412867804261,-46.8859650260889,142.934025790026,0,3934.68267084291,
80.4328851618893,19.3025537873859,374.300000000017,10.4625157648281,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,47.7118402536688,1,80.4330180963244,1.64,1.74,126.955415680419,4.87552304536786,0.299751657436047,-46.9500455686076,143.022187000522,0,3934.68267084291,
80.4328851618893,19.3070295686448,374.400000000017,10.4917929391985,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,47.5787011539236,1,80.4330180963244,1.64,1.74,127.086517449479,4.88794266727356,0.290581619037376,-47.014316594691,143.110187242559,0,3934.68267084291,
80.4328851618893,19.3115053499036,374.500000000017,10.5212344255285,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,47.4455620541784,1,80.4330180963244,1.64,1.74,127.217947473374,4.90027691439608,0.288584107123612,-47.0787782138415,143.198025752244,0,3934.68267084291,
80.4328851618893,19.3159811311624,374.600000000017,10.5508416109599,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,47.3124229544332,1,80.4330180963244,1.64,1.74,127.349707575592,4.91262835450805,0.288986371117617,-47.1434305348034,143.285701761364,0,3934.68267084291,
80.4328851618893,19.3204569124212,374.700000000017,10.5806158982926,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,47.179283854688,1,80.4330180963244,1.64,1.74,127.481799594968,4.92503156271486,0.290197588087494,-47.2082736655486,143.373214497349,0,3934.68267084291,
80.4328851618893,19.32493269368,374.800000000017,10.6105587062056,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,47.0461447549428,1,80.4330180963244,1.64,1.74,127.614225385862,4.93749845316577,0.291687560144127,-47.273307713262,143.460563183232,0,3934.68267084291,
80.4328851618893,19.3294084749388,374.900000000017,10.6406714694833,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,46.9130056551975,1,80.4330180963244,1.64,1.74,127.746986818377,4.95003339262025,0.293279701175658,-47.3385327843259,143.54774703762,0,3934.68267084291,
