speed,elapsedTime,elapsedDistance,lateralAcceleration,longitudinalAcceleration,gear,gearRatio,engineSpeed,torque,power,downForce,dragForce,tractionControl,throttlePosition,brakePosition,cornerRadius,sectorIndex,maximumCornerSpeed,loadSensitiveLatGrip,loadSensitiveLongGrip,yawangle,yawvelocity,yawacceleration,xposition,yposition,trackelevation,fz,
Speed (linear),Time,Length,Acceleration (linear),Acceleration (linear),Unitless,Unitless,Speed (angular),Torque,Power,Force,Force,Ratio,Ratio,Ratio,Length,Unitless,Speed (linear),Unitless,Unitless,Angle,Speed (angular),Acceleration (angular),Length,Length,Length,Force,
km/h,s,m,m/s^2,m/s^2,-,-,rpm,N.m,kW,N,N,%,%,%,m,-,km/h,-,-,deg,rpm,deg/s^2,m,m,m,N,
80.4328851618893,4.35584756608791,93.099999999999,-16.0164243664446,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-31.1671237850563,1,80.4330180963244,1.64,1.74,85.0479999929809,-6.58907337879823,-0.415174596373757,25.2501691822344,68.6185235381555,0,3934.68267084291,
80.4328851618893,4.36032334734673,93.199999999999,-16.056221468527,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-31.0898726578643,1,80.4330180963244,1.64,1.74,84.870815411197,-6.60690652049299,-0.417241621808929,25.2594384928593,68.7103380834826,0,3934.68267084291,
80.4328851618893,4.36479912860554,93.299999999999,-16.096216836402,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-31.0126215306722,1,80.4330180963244,1.64,1.74,84.6931507485119,-6.62482865994298,-0.419323900319498,25.2689924475698,68.8021307939201,0,3934.68267084291,
80.4328851618893,4.36927490986436,93.399999999999,-16.1364119553846,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.9353704034802,1,80.4330180963244,1.64,1.74,84.5150036062496,-6.64284045553711,-0.421421583141005,25.2788317688156,68.8939007037546,0,3934.68267084291,
80.4328851618893,4.37375069112317,93.499999999999,-16.1768083256633,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.8581192762882,1,80.4330180963244,1.64,1.74,84.3363715679711,-6.66094257201693,-0.423534818905745,25.2889571795617,68.9856468398738,0,3934.68267084291,
80.4328851618893,4.37822647238199,93.599999999999,-16.2174074624866,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.7808681490961,1,80.4330180963244,1.64,1.74,84.1572521992961,-6.67913568092668,-0.425663766776381,25.2993694032673,69.0773682217083,0,3934.68267084291,
80.4328851618893,4.38270225364081,93.699999999999,-16.2582108963529,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.7036170219041,1,80.4330180963244,1.64,1.74,83.977643047734,-6.69742046006156,-0.427808573006397,25.3100691638647,69.1690638611735,0,3934.68267084291,
80.4328851618893,4.38717803489962,93.7999999999989,-16.2992201732024,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.6263658947121,1,80.4330180963244,1.64,1.74,83.7975416424843,-6.71579759434565,-0.429969404389504,25.3210571857375,69.2607327626098,0,3934.68267084291,
80.4328851618893,4.39165381615844,93.8999999999989,-16.3404368546124,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.5491147675201,1,80.4330180963244,1.64,1.74,83.6169454942852,-6.73426777514178,-0.432146411573884,25.3323341936988,69.3523739227239,0,3934.68267084291,
80.4328851618893,4.39612959741725,93.9999999999989,-16.3818625179958,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.471863640328,1,80.4330180963244,1.64,1.74,83.4358520952064,-6.75283170097616,-0.434339762160506,25.3439009129683,69.443986330528,0,3934.68267084291,
80.4328851618893,4.40060537867607,94.0999999999989,-16.423498756802,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.394612513136,1,80.4330180963244,1.64,1.74,83.2542589184733,-6.77149007707416,-0.436549612889467,25.3557580691497,69.5355689672794,0,3934.68267084291,
80.4328851618893,4.40508115993488,94.1999999999989,-16.4653471807216,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.317361385944,1,80.4330180963244,1.64,1.74,83.0721634182702,-6.79024361604665,-0.438776136558882,25.367906388207,69.6271208064195,0,3934.68267084291,
80.4328851618893,4.4095569411937,94.2999999999989,-16.5074094158932,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.2401102587519,1,80.4330180963244,1.64,1.74,82.8895630295682,-6.80909303731509,-0.441019492516708,25.3803465964412,69.7186408135118,0,3934.68267084291,
80.4328851618893,4.41403272245251,94.3999999999989,-16.5496871051147,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.1628591315599,1,80.4330180963244,1.64,1.74,82.7064551679079,-6.82823863128586,-0.447949038682679,25.3930794204654,69.8101279461795,0,3934.68267084291,
80.4328851618893,4.41850850371133,94.4999999999989,-16.592181908057,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.0856080043679,1,80.4330180963244,1.64,1.74,82.5228372292198,-6.84518876369059,-0.396581872979771,25.4061055871805,69.9015811540431,0,3934.68267084291,
80.4328851618893,4.42298428497014,94.5999999999989,-16.634895501481,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.0083568771759,1,80.4330180963244,1.64,1.74,82.3386905119765,-6.85672264480191,-0.269857961261686,25.4194258237496,69.9929993786567,0,3934.68267084291,
80.4328851618893,4.42746006622896,94.6999999999989,-16.6603656867185,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-29.9624804286808,1,80.4330180963244,1.64,1.74,82.154202449176,-6.86412454299508,-0.173182048314429,25.4330400216873,70.084375767179,0,3934.68267084291,
80.4328851618893,4.43193584748777,94.7999999999989,-16.6544563340882,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-29.9731117491503,1,80.4330180963244,1.64,1.74,81.9697691391198,-6.86523249177219,-0.0259226530330981,25.4469470099365,70.1756988907597,0,3934.68267084291,
80.4328851618893,4.43641162874659,94.8999999999989,-16.6485511720101,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-29.9837430696199,1,80.4330180963244,1.64,1.74,81.7853905864046,-6.8642423400318,0.0231665583702358,25.461146502976,70.2669678477345,0,3934.68267084291,
80.4328851618893,4.4408874100054,94.9999999999989,-16.6426501960284,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-29.9943743900894,1,80.4330180963244,1.64,1.74,81.6010667957535,-6.86255270119402,0.0395324425170682,25.4756382126581,70.3581817380404,0,3934.68267084291,
80.4328851618893,4.44536319126422,95.0999999999989,-16.6367534016934,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.0050057105589,1,80.4330180963244,1.64,1.74,81.4167977720266,-6.86062977608914,0.0449906361488234,25.4904218482171,70.449339663222,0,3934.68267084291,
80.4328851618893,4.44983897252303,95.1999999999989,-16.6308607845617,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.0156370310284,1,80.4330180963244,1.64,1.74,81.2325835201891,-6.85862896250012,0.046812991289234,25.5054971162771,70.5404407264382,0,3934.68267084291,
80.4328851618893,4.45431475378185,95.2999999999989,-16.6249723401964,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.0262683514979,1,80.4330180963244,1.64,1.74,81.048424045363,-6.8566020559631,0.0474234874168005,25.5208637208603,70.6314840324687,0,3934.68267084291,
80.4328851618893,4.45879053504066,95.3999999999989,-16.6190880641668,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.0368996719675,1,80.4330180963244,1.64,1.74,80.8643193527661,-6.85456631900901,0.0476300924895562,25.5365213633952,70.7224686877198,0,3934.68267084291,
80.4328851618893,4.46326631629948,95.4999999999988,-16.6132079520482,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.047530992437,1,80.4330180963244,1.64,1.74,80.6802694477591,-6.85252750257349,0.0477021430483354,25.5524697427244,70.8133938002314,0,3934.68267084291,
80.4328851618893,4.46774209755829,95.5999999999988,-16.6073319994226,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.0581623129065,1,80.4330180963244,1.64,1.74,80.4962743358209,-6.85048752068526,0.0477294111199062,25.568708555113,70.904258479683,0,3934.68267084291,
80.4328851618893,4.47221787881711,95.6999999999988,-16.6014602018778,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.068793633376,1,80.4330180963244,1.64,1.74,80.3123340225478,-6.84844700810541,0.047741827699678,25.5852374942564,70.9950618373999,0,3934.68267084291,
80.4328851618893,4.47669366007592,95.7999999999988,-16.5955925550083,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.0794249538455,1,80.4330180963244,1.64,1.74,80.1284485136563,-6.84640617383231,0.0477493543497772,25.602056251289,71.0858029863598,0,3934.68267084291,
80.4328851618893,4.48116944133474,95.8999999999988,-16.5897290544144,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.0900562743151,1,80.4330180963244,1.64,1.74,79.9446178150068,-6.84436508410469,0.0477553312134016,25.6191645147918,71.1764810411983,0,3934.68267084291,
80.4328851618893,4.48564522259356,95.9999999999988,-16.5838696957029,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.1006875947846,1,80.4330180963244,1.64,1.74,79.7608419325481,-6.84232375848041,0.0477608504824945,25.6365619708009,71.267095118216,0,3934.68267084291,
80.4328851618893,4.49012100385237,96.0999999999988,-16.5780144744867,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.1113189152541,1,80.4330180963244,1.64,1.74,79.5771208723614,-6.84028220028965,0.047766291834952,25.6542483028154,71.3576443353838,0,3934.68267084291,
80.4328851618893,4.49459678511119,96.1999999999988,-16.572163386385,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.1219502357236,1,80.4330180963244,1.64,1.74,79.3934546406425,-6.838240407819,0.0477717732766795,25.6722231918058,71.4481278123495,0,3934.68267084291,
80.4328851618893,4.49907256637,96.2999999999988,-16.5663164270229,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.1325815561932,1,80.4330180963244,1.64,1.74,79.2098432437118,-6.83619837759656,0.0477773359498502,25.6904863162221,71.5385446704435,0,3934.68267084291,
80.4328851618893,4.50354834762882,96.3999999999988,-16.5604735920319,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.1432128766627,1,80.4330180963244,1.64,1.74,79.0262866880025,-6.83415610551111,0.0477829948134907,25.7090373520018,71.6288940326853,0,3934.68267084291,
80.4328851618893,4.50802412888763,96.4999999999988,-16.5546348770498,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.1538441971322,1,80.4330180963244,1.64,1.74,78.842784980057,-6.83211358738341,0.0477887514585522,25.7278759725785,71.7191750237889,0,3934.68267084291,
80.4328851618893,4.51249991014645,96.5999999999988,-16.5488002777201,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.1644755176017,1,80.4330180963244,1.64,1.74,78.6593381265427,-6.83007081918037,0.0477946024657476,25.7470018488897,71.8093867701694,0,3934.68267084291,
80.4328851618893,4.51697569140526,96.6999999999988,-16.5429697896929,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.1751068380712,1,80.4330180963244,1.64,1.74,78.4759461342443,-6.82802779634691,0.047800560048003,25.7664146493852,71.8995283999483,0,3934.68267084291,
80.4328851618893,4.52145147266408,96.7999999999988,-16.5371434086242,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.1857381585408,1,80.4330180963244,1.64,1.74,78.292609010034,-6.82598451508818,0.0478066064182844,25.7861140400352,71.9895990429597,0,3934.68267084291,
80.4328851618893,4.52592725392289,96.8999999999988,-16.5313211301762,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.1963694790103,1,80.4330180963244,1.64,1.74,78.1093267609256,-6.82394097087246,0.0478127588172683,25.8060996843387,72.0795978307563,0,3934.68267084291,
80.4328851618893,4.53040303518171,96.9999999999988,-16.525502950017,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.2070007994798,1,80.4330180963244,1.64,1.74,77.9260993940285,-6.82189715980719,0.0478190022902439,25.8263712433314,72.1695238966148,0,3934.68267084291,
80.4328851618893,4.53487881644052,97.0999999999988,-16.5196888638211,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.2176321199493,1,80.4330180963244,1.64,1.74,77.7429269165741,-6.81985307769176,0.0478253440448605,25.8469283755944,72.2593763755421,0,3934.68267084291,
80.4328851618893,4.53935459769934,97.1999999999988,-16.5138788672689,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.2282634404188,1,80.4330180963244,1.64,1.74,77.5598093358896,-6.81780872054012,0.0478317790610821,25.867770737262,72.3491544042807,0,3934.68267084291,
80.4328851618893,4.54383037895815,97.2999999999987,-16.5080729560469,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.2388947608884,1,80.4330180963244,1.64,1.74,77.3767466594145,-6.81576408438546,0.0478383068884478,25.88889798203,72.4388571213148,0,3934.68267084291,
80.4328851618893,4.54830616021697,97.3999999999987,-16.5022711258477,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.2495260813579,1,80.4330180963244,1.64,1.74,77.1937388947006,-6.81371916491793,0.0478449355532006,25.9103097611643,72.5284836668754,0,3934.68267084291,
80.4328851618893,4.55278194147578,97.4999999999987,-16.4964733723699,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.2601574018274,1,80.4330180963244,1.64,1.74,77.0107860494,-6.81167395850135,0.047851649294141,25.9320057235088,72.6180331829467,0,3934.68267084291,
80.4328851618893,4.5572577227346,97.5999999999987,-16.4906796913183,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.2707887222969,1,80.4330180963244,1.64,1.74,76.8278881312933,-6.80962846090478,0.0478584620257767,25.9539855154937,72.7075048132709,0,3934.68267084291,
80.4328851618893,4.56173350399341,97.6999999999987,-16.4848900784035,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.2814200427664,1,80.4330180963244,1.64,1.74,76.6450451482378,-6.80758266846243,0.0478653605259109,25.9762487811438,72.7968977033545,0,3934.68267084291,
80.4328851618893,4.56620928525223,97.7999999999987,-16.4791045293422,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.292051363236,1,80.4330180963244,1.64,1.74,76.4622571082056,-6.8055365772244,0.0478723514418204,25.9987951620868,72.8862110004732,0,3934.68267084291,
80.4328851618893,4.57068506651104,97.8999999999987,-16.4733230398573,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.3026826837055,1,80.4330180963244,1.64,1.74,76.2795240192739,-6.80349018329042,0.0478794336123028,26.0216242975617,72.9754438536781,0,3934.68267084291,
80.4328851618893,4.57516084776986,97.9999999999987,-16.4675456056773,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.313314004175,1,80.4330180963244,1.64,1.74,76.0968458896247,-6.80144348297306,0.0478866020576307,26.0447358244268,73.0645954138003,0,3934.68267084291,
80.4328851618893,4.57963662902867,98.0999999999987,-16.4617722225372,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.3239453246445,1,80.4330180963244,1.64,1.74,75.9142227275433,-6.80092402207329,0.0121538151826958,26.0681293771681,73.1536648334574,0,3934.68267084291,
80.4328851618893,4.58411241028749,98.1999999999987,-16.4560028861775,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.3345766451141,1,80.4330180963244,1.64,1.74,75.7316545414023,-6.78584830036904,0.352726327277933,26.0918045879077,73.2426512670577,0,3934.68267084291,
80.4328851618893,4.5885881915463,98.2999999999987,-16.450237592345,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.3452079655836,1,80.4330180963244,1.64,1.74,75.5490182740764,-6.76692962138637,0.442639913724669,26.1157610864118,73.3315538708067,0,3934.68267084291,
80.4328851618893,4.59306397280512,98.3999999999987,-16.3516396638977,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.528185006737,1,80.4330180963244,1.64,1.74,75.367527642238,-6.7318460091298,0.820850500007297,26.1399902365743,73.420340770167,0,3934.68267084291,
80.4328851618893,4.59753975406394,98.4999999999987,-16.2499976668135,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.7191355382426,1,80.4330180963244,1.64,1.74,75.1872244034274,-6.69103373086825,0.954883971822353,26.1644893921251,73.5090102481809,0,3934.68267084291,
80.4328851618893,4.60201553532275,98.5999999999987,-16.1496114794557,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-30.9100860697482,1,80.4330180963244,1.64,1.74,75.0080939522525,-6.64866789814663,0.991232451163796,26.1892562341714,73.597562059319,0,3934.68267084291,
80.4328851618893,4.60649131658157,98.6999999999987,-16.0504579710004,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-31.1010366012538,1,80.4330180963244,1.64,1.74,74.8301219515475,-6.60613371562856,0.995171327627877,26.2142884715812,73.6859959692711,0,3934.68267084291,
80.4328851618893,4.61096709784038,98.7999999999987,-15.9525145752209,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-31.2919871327594,1,80.4330180963244,1.64,1.74,74.6532943258277,-6.563886577266,0.988455361870151,26.2395838405093,73.7743117546452,0,3934.68267084291,
80.4328851618893,4.6154428790992,98.8999999999987,-15.8557592733659,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-31.482937664265,1,80.4330180963244,1.64,1.74,74.477597254983,-6.5220720918202,0.97833259114608,26.2651401039354,73.8625092026754,0,3934.68267084291,
80.4328851618893,4.61991866035801,98.9999999999987,-15.7601705776566,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-31.6738881957706,1,80.4330180963244,1.64,1.74,74.3030171680733,-6.48073275540622,0.967215539757531,26.2909550512108,73.9505881109392,0,3934.68267084291,
80.4328851618893,4.62439444161683,99.0999999999986,-15.6657275153779,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-31.8648387272761,1,80.4330180963244,1.64,1.74,74.1295407374134,-6.4398768359914,0.955905042919966,26.3170264976167,74.0385482870819,0,3934.68267084291,
80.4328851618893,4.62887022287564,99.1999999999986,-15.572409613537,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-32.0557892587817,1,80.4330180963244,1.64,1.74,73.9571548727657,-6.39950133272179,0.944664756996233,26.3433522839312,74.12638954855,0,3934.68267084291,
80.4328851618893,4.63334600413446,99.2999999999986,-15.4801968840684,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-32.2467397902873,1,80.4330180963244,1.64,1.74,73.7858467157569,-6.35959962250526,0.933579431412336,26.3699302760061,74.2141117223323,0,3934.68267084291,
80.4328851618893,4.63782178539327,99.3999999999986,-15.3890698095603,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-32.4376903217929,1,80.4330180963244,1.64,1.74,73.6156036343606,-6.32016400768224,0.922674207799311,26.3967583643528,74.3017146447076,0,3934.68267084291,
80.4328851618893,4.64229756665209,99.4999999999986,-15.2990093294832,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-32.6286408532985,1,80.4330180963244,1.64,1.74,73.4464132176824,-6.2811865587296,0.911954511063374,26.423834463737,74.3891981610007,0,3934.68267084291,
80.4328851618893,4.6467733479109,99.5999999999986,-15.2099968268983,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-32.8195913848041,1,80.4330180963244,1.64,1.74,73.2782632707745,-6.24265939356216,0.901419231300285,26.451156512783,74.476562125345,0,3934.68267084291,
80.4328851618893,4.65124912916972,99.6999999999986,-15.1220141156281,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-33.0105419163097,1,80.4330180963244,1.64,1.74,73.1111418096738,-6.20457476572233,0.891065195234055,26.4787224735851,74.5638064004516,0,3934.68267084291,
80.4328851618893,4.65572491042853,99.7999999999986,-15.035043427869,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-33.2014924478153,1,80.4330180963244,1.64,1.74,72.945037056538,-6.16692509119667,0.880888602162297,26.5065303313282,74.6509308573855,0,3934.68267084291,
80.4328851618893,4.66020069168735,99.8999999999986,-14.9490674022294,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-33.3924429793209,1,80.4330180963244,1.64,1.74,72.779937434956,-6.12970295366289,0.870885528619392,26.5345780939164,74.7379353753478,0,3934.68267084291,
80.4328851618893,4.66467647294616,99.9999999999986,-14.8640690721753,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-33.5833935108265,1,80.4330180963244,1.64,1.74,72.6158315653653,-6.0929011026104,0.861052095112209,26.562863791609,74.824819841464,0,3934.68267084291,
80.4328851618893,4.66915225420498,100.099999999999,-14.7800318548689,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-33.7743440423321,1,80.4330180963244,1.64,1.74,72.4527082605955,-6.05651245090814,0.851384479053991,26.5913854766645,74.9115841505782,0,3934.68267084291,
80.4328851618893,4.67362803546379,100.199999999999,-14.6969395403824,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-33.9652945738377,1,80.4330180963244,1.64,1.74,72.2905565215951,-6.02053006922461,0.84187898841126,26.6201412229916,74.9982282050536,0,3934.68267084291,
80.4328851618893,4.67810381672261,100.299999999999,-14.6147762812745,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-34.1562451053433,1,80.4330180963244,1.64,1.74,72.1293655331781,-5.98494718284022,0.832532005733242,26.6491291258082,75.0847519145778,0,3934.68267084291,
80.4328851618893,4.68257959798142,100.399999999999,-14.5335265825145,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-34.3471956368488,1,80.4330180963244,1.64,1.74,71.9691246599725,-5.94975716688268,0.82334002504539,26.6783473013066,75.1711551959741,0,3934.68267084291,
80.4328851618893,4.68705537924024,100.499999999999,-14.4531752917401,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-34.5381461683544,1,80.4330180963244,1.64,1.74,71.8098234424541,-5.91495354228329,0.814299634984759,26.7077938863262,75.2574379730172,0,3934.68267084291,
80.4328851618893,4.69153116049905,100.599999999999,-14.3737075898372,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-34.72909669986,1,80.4330180963244,1.64,1.74,71.6514515930789,-5.88052997191815,0.80540751447178,26.7374670380322,75.3436001762553,0,3934.68267084291,
80.4328851618893,4.69600694175787,100.699999999999,-14.2951089818285,1.75504055732745E-13,1,14.3,20006.389620481,6.68024667267634,13.9955457972924,991.682670842911,495.841335421455,0,20.843964358155,0,-34.9200472313656,1,80.4330180963244,1.64,1.74,71.4939989925258,-5.84648025678567,0.796660431861904,26.7673649336019,75.4296417428355,0,3934.68267084291,
