speed,elapsedTime,elapsedDistance,lateralAcceleration,longitudinalAcceleration,gear,gearRatio,engineSpeed,torque,power,downForce,dragForce,tractionControl,throttlePosition,brakePosition,cornerRadius,sectorIndex,maximumCornerSpeed,loadSensitiveLatGrip,loadSensitiveLongGrip,yawangle,yawvelocity,yawacceleration,xposition,yposition,trackelevation,fz,
Speed (linear),Time,Length,Acceleration (linear),Acceleration (linear),Unitless,Unitless,Speed (angular),Torque,Power,Force,Force,Ratio,Ratio,Ratio,Length,Unitless,Speed (linear),Unitless,Unitless,Angle,Speed (angular),Acceleration (angular),Length,Length,Length,Force,
km/h,s,m,m/s^2,m/s^2,-,-,rpm,N.m,kW,N,N,%,%,%,m,-,km/h,-,-,deg,rpm,deg/s^2,m,m,m,N,
79.4703658326821,1.30172961724629,26.5000000000001,17.2146753200194,2.35857483481372,1,12,16587.6741660231,16.96275775379,29.4652800923466,968.090267588725,484.045133794363,1.29038892441854,63.7358087763632,0,28.3078305273052,1,95.7438560036184,1.64,1.74,46.8180273896863,8.06149333867741,-0.227150464468302,25.3180815194838,8.83345245272424,0,3911.09026758873,
79.5087820210205,1.30625960771793,26.6000000000001,17.2010429382642,2.35567017063852,1,12,16595.6926922773,16.9579082450312,29.4710957417848,969.026448682473,484.513224341236,0,63.690359268569,0,28.3576618697035,1,95.7438560036184,1.64,1.74,47.0370043735759,8.05168772343323,-0.226676332675948,25.3891660234947,8.9070758707919,0,3912.02644868247,
79.5471323697333,1.31078740943806,26.7000000000001,17.1874379490471,2.35276968845478,1,12,16603.6974759716,16.9530670476082,29.4768933007443,969.961476581884,484.980738290942,0,63.64494480474,0,28.4074932121019,1,95.7438560036184,1.64,1.74,47.2556095118983,8.0734198021303,0.502623149172429,25.4599767737997,8.98097892567938,0,3912.96147658188,
79.5854170421,1.31531302826649,26.8000000000001,17.1738602378582,2.34987338000309,1,12,16611.6885511871,16.9482341409092,29.4826728356593,970.895352948511,485.447676474255,0,63.5995653751568,0,28.4573245545003,1,95.7438560036184,1.64,1.74,47.4738440264622,7.99302519000664,-1.86027688448781,25.5305131783637,9.05516016952701,0,3913.89535294851,
79.6236362007884,1.31983647003986,26.9000000000001,17.1603096909305,2.3469812370498,1,12,16619.6659518771,16.9434095043996,29.4884344126623,971.828079440618,485.914039720309,0,63.5542209700546,0,28.5071558968987,1,95.7438560036184,1.64,1.74,47.694274944533,7.91361223520935,-1.83844638581243,25.6007746522676,9.12961815714432,0,3914.82807944062,
79.6617900078582,1.3243577405718,27.0000000000001,16.6137299264604,2.34409325138693,1,12,16627.6297118678,16.9385931176218,29.4941780975856,972.759657713191,486.379828856595,0,63.5089115796233,0,29.4732463293721,1,95.7438560036184,1.64,1.74,47.9077327499279,7.72700936152467,-4.32201680896287,25.6708739512781,9.20447918633541,0,3915.75965771319,
79.6998786247637,1.32887684565297,27.1000000000001,16.0926786237228,2.341209414832,1,12,16635.5798648593,16.9337849601943,29.4999039559637,973.690089417947,486.845044708974,0,63.4636371940074,0,30.4566393112894,1,95.7438560036184,1.64,1.74,48.1145092525458,7.51283733250335,-4.96293890709065,25.7408203365667,9.2797369266861,0,3916.69008941795,
79.7379022123577,1.33339379105128,27.2000000000001,15.6042042616855,2.33832971922797,1,12,16643.5164444261,16.9289850118118,29.5056120530343,974.619376203349,487.309688101674,0,63.4183978033069,0,31.4400322932068,1,95.7438560036184,1.64,1.74,48.315028147548,7.29884748833163,-4.96108810350921,25.8106206156437,9.35538310516778,0,3917.61937620335,
79.775860930894,1.33790858251195,27.3000000000001,15.1453427187112,2.33545415644308,1,12,16651.4394840176,16.9241932522443,29.5113024537403,975.547519714608,487.773759857304,0,63.3731933975767,0,32.4234252751241,1,95.7438560036184,1.64,1.74,48.5096740929892,7.09344937362843,-4.76417138225284,25.8802811698286,9.4314100073351,0,3918.54751971461,
79.8137549400307,1.34242122575766,27.4000000000001,14.7134788912564,2.33258271837072,1,12,16659.3490169588,16.9194096613374,29.5169752227316,976.474521593701,488.23726079685,0,63.3280239668272,0,33.4068182570414,1,95.7438560036184,1.64,1.74,48.6987973605601,6.89870298834803,-4.51925682279868,25.9498079923212,9.50781042418897,0,3919.4745215937,
79.8515843988338,1.34693172648864,27.5000000000001,14.3062967927617,2.32971539692933,1,12,16667.2450764512,16.9146342190111,29.5226304243664,977.400383479375,488.700191739688,0,63.2828895010242,0,34.3902112389587,1,95.7438560036184,1.64,1.74,48.8827178140424,6.71463573881542,-4.27346728139808,26.0192067218629,9.5845776055045,0,3920.40038347937,
79.8893494657795,1.35144009038286,27.6000000000001,13.9217379761041,2.32685218406229,1,12,16675.1276955734,16.90986690526,29.5282681227133,978.325107007162,489.162553503581,0,63.2377899900896,0,35.3736042208761,1,95.7438560036184,1.64,1.74,49.0617283287684,6.54066989640399,-4.04085846749518,26.0884826726086,9.66170521867462,0,3921.32510700716,
79.927050298758,1.35594632309608,27.7000000000001,13.5579667036475,2.32399307173778,1,12,16682.9969072812,16.9051077001526,29.5338883815524,979.248693809385,489.624346904693,0,63.1927254239008,0,36.3569972027934,1,95.7438560036184,1.64,1.74,49.2360977437549,6.37608874202622,-3.82468001113552,26.1576408607307,9.73918731228252,0,3922.24869380939,
79.9646870550762,1.36045043026198,27.8000000000001,13.2133406209636,2.32113805194866,1,12,16690.852744409,16.9003565838313,29.5394912643774,980.171145515171,490.085572757586,0,63.1476957922915,0,37.3403901847107,1,95.7438560036184,1.64,1.74,49.40607342104,6.22018378379241,-3.62476478619,26.2266860281891,9.81701828374622,0,3923.17114551517,
80.0022598914608,1.36495241749232,27.9000000000001,12.8863859456473,2.31828711671239,1,12,16698.6952396701,16.8956135365113,29.545076834397,981.092463750458,490.546231875229,0,63.1027010850518,0,38.3237831666281,1,95.7438560036184,1.64,1.74,49.5718834733318,6.07229690863591,-3.43996474433226,26.295622664037,9.89519285048494,0,3924.09246375046,
80.0397689640611,1.36945229037701,28.0000000000001,12.575776380513,2.31544025807088,1,12,16706.5244256572,16.8908785384811,29.5506451545365,982.012650138007,491.006325069003,0,63.0577412919279,0,39.3071761485454,1,95.7438560036184,1.64,1.74,49.7337387102442,5.93182854037659,-3.26893970187499,26.3644550235734,9.97370602414337,0,3925.01265013801,
80.0772144284526,1.37395005448427,28.1000000000001,12.2803151148501,2.31259746809035,1,12,16714.3403348431,16.8861515701014,29.5561962874396,982.93170629741,491.465853148705,0,63.0128164026229,0,40.2905691304627,1,95.7438560036184,1.64,1.74,49.8918343446601,5.79823531973529,-3.11040086086764,26.4331871456088,10.0525530874813,0,3925.93170629741,
80.1145964396393,1.37844571536071,28.2000000000001,11.9989193987066,2.3097587388613,1,12,16722.1429995816,16.8814326118051,29.5617302954695,983.849633845102,491.924816922551,0,62.9679264067963,0,41.27396211238,1,95.7438560036184,1.64,1.74,50.0463514938771,5.67102500502634,-2.96317568676927,26.5018228680704,10.1317295735946,0,3926.8496338451,
80.151915152057,1.38293927853145,28.3000000000001,11.7306072710517,2.30692406249831,1,12,16729.9324521076,16.8767216440968,29.5672472407111,984.76643439437,492.383217197185,0,62.9230712940649,0,42.2573550942974,1,95.7438560036184,1.64,1.74,50.1974585044569,5.54975104402454,-2.82621585942973,26.5703658421428,10.2112312471828,0,3927.76643439437,
80.1891707195765,1.38743074950026,28.4000000000001,11.4744860989291,2.30409343113997,1,12,16737.7087245383,16.8720186475525,29.5727471849719,985.68210955536,492.84105477768,0,62.8782510540023,0,43.2407480762147,1,95.7438560036184,1.64,1.74,50.3453121250315,5.43400754044071,-2.69858837698365,26.6388195451125,10.2910540876182,0,3928.68210955536,
80.2263632955056,1.39192013374965,28.5000000000001,11.2297426457094,2.30126683694875,1,12,16745.4718488733,16.8673236028192,29.5782301897843,986.59666093509,493.298330467545,0,62.8334656761397,0,44.224141058132,1,95.7438560036184,1.64,1.74,50.490058547503,5.32342477700521,-2.57946285373057,26.70718729206,10.3711942736069,0,3929.59666093509,
80.2634930325932,1.39640743674099,28.6000000000001,10.9956344356059,2.29844427211093,1,12,16753.2218569956,16.8626364906145,29.5836963164063,987.510090137458,493.755045068729,0,62.7887151499655,0,45.2075340400493,1,95.7438560036184,1.64,1.74,50.6318343340216,5.21766528691408,-2.46809897288074,26.7754722465287,10.4516481692601,0,3930.51009013746,
80.3005600830312,1.40089266391462,28.7000000000001,10.7714822212739,2.29562572883643,1,12,16760.9587806717,16.8579572917263,29.5891456258238,988.422398763251,494.211199381626,0,62.7439994649256,0,46.1909270219667,1,95.7438560036184,1.64,1.74,50.7707672444108,5.11642041522538,-2.36383526629459,26.8436774302779,10.5324123114174,0,3931.42239876325,
80.337564598458,1.40537582068996,28.8000000000001,10.5566633935294,2.29281119935872,1,12,16768.6826515529,16.8532859870123,29.5945781787517,989.333588410157,494.666794205078,0,62.6993186104239,0,47.174320003884,1,95.7438560036184,1.64,1.74,50.9069769766196,5.01940730902679,-2.26607929046569,26.9118057322172,10.6134833980865,0,3932.33358841016,
80.3745067299608,1.40985691246563,28.9000000000001,10.3506061985201,2.29000067593473,1,12,16776.3935011752,16.8486225573999,29.5999940356352,990.24366067277,495.121830336385,0,62.6546725758221,0,48.1577129858013,1,95.7438560036184,1.64,1.74,51.0405758308984,4.92636627422782,-2.17429922616537,26.9798599166071,10.6948582778788,0,3933.24366067277,
80.4113866280789,1.41433594461957,29.0000000000001,10.1527846492377,2.28719415084473,1,12,16784.0913609604,16.8439669838856,29.6053932566519,991.152617142603,495.576308571302,0,62.6100613504401,0,49.1411059677186,1,95.7438560036184,1.64,1.74,51.1716693070411,4.83705845284378,-2.08801653218647,27.0478426305986,10.7765339403373,0,3934.1526171426,
80.4482044428063,1.41881292250909,29.1000000000001,9.96271403601817,2.28439161639222,1,12,16791.7762622164,16.8393192475348,29.6107759017128,992.060459408099,496.030229704049,0,62.5654849235559,0,50.124498949636,1,95.7438560036184,1.64,1.74,51.3003566424735,4.75126377249813,-2.00679970687052,27.1157564111777,10.8585075070647,0,3935.0604594081,
80.4849603235944,1.42328785147107,29.2000000000001,9.7799469553494,2.28159306490381,1,12,16799.4482361379,16.8346793294812,29.6161420304641,992.967189054632,496.483594527316,0,62.5209432844061,0,51.1078919315533,1,95.7438560036184,1.64,1.74,51.4267312982167,4.66877913443708,-1.93025882025946,27.1836036915727,10.9407762235713,0,3935.96718905463,
80.5216544193549,1.42776073682198,29.3000000000001,9.6040697884946,2.27879848872915,1,12,16807.1073138068,16.8300472109269,29.6214917022882,993.872807664526,496.936403832263,0,62.4764364221856,0,52.0912849134706,1,95.7438560036184,1.64,1.74,51.5508813986066,4.58941680740444,-1.85804079482898,27.2513868071747,11.023337451772,0,3936.87280766453,
80.5582868784624,1.43223158385804,29.4000000000001,9.43469957159016,2.27600788024077,1,12,16814.7535261931,16.8254228731417,29.6268249763058,994.777316817059,497.38865840853,0,62.4319643260484,0,53.074677895388,1,95.7438560036184,1.64,1.74,51.6728901299445,4.5130030000717,-1.78982531209236,27.3191080010172,11.1061886630683,0,3937.77731681706,
80.5948578487575,1.43670039785533,29.5000000000001,9.27148120736759,2.27322123183404,1,12,16822.3869041553,16.8208062974626,29.6321419113767,995.680718088473,497.840359044236,0,62.3875269851073,0,54.0580708773053,1,95.7438560036184,1.64,1.74,51.7928361026304,4.43937659012266,-1.72532122054789,27.3867694288547,11.1893274319614,0,3938.68071808847,
80.631367477549,1.44116718406985,29.6000000000002,9.11408497577454,2.27043853592698,1,12,16830.0074784407,16.8161974652941,29.6374425661018,996.583013051982,498.291506525991,0,62.3431243884338,0,55.0414638592226,1,95.7438560036184,1.64,1.74,51.9107936806855,4.36838799016605,-1.66426339805115,27.4543731638769,11.2727514301453,0,3939.58301305198,
80.6678159116169,1.44563194773767,29.7000000000002,8.9622043067691,2.26765978496027,1,12,16837.6152796864,16.8115963581072,29.642726998824,997.484203277785,498.742101638893,0,62.2987565250593,0,56.0248568411399,1,95.7438560036184,1.64,1.74,52.0268332821334,4.29989813272982,-1.60641002134206,27.5219212010899,11.3564584210368,0,3940.48420327779,
80.704203297215,1.450094694075,29.8000000000002,8.81555378363019,2.26488497139702,1,12,16845.2103384197,16.8070029574394,29.6479952676302,998.38429033307,499.192145166535,0,62.2544233839739,0,57.0082498230573,1,95.7438560036184,1.64,1.74,52.1410216533194,4.23377756146163,-1.55154012982048,27.5894154613942,11.4404462547026,0,3941.38429033307,
80.7405297800735,1.45455542827832,29.9000000000002,8.67386734942093,2.26211408772277,1,12,16852.7926850585,16.8024172448942,29.653247430352,999.283275782025,499.641637891013,0,62.2101249541278,0,57.9916428049746,1,95.7438560036184,1.64,1.74,52.2534221197688,4.16990561443029,-1.49945151341934,27.6568577953845,11.5247128631488,0,3942.28327578203,
80.7767955054019,1.45901415552448,30.0000000000002,8.53689669289259,2.25934712644533,1,12,16860.362349912,16.7978392021411,29.6584835445678,1000.18116118585,500.090580592925,0,62.1658612244305,0,58.9750357868919,1,95.7438560036184,1.64,1.74,52.364094815995,4.10816968917155,-1.44995883763598,27.7242499868947,11.60925625594,0,3943.18116118585,
80.8130006178913,1.46347088097079,30.1000000000002,8.40440979322758,2.25658408009471,1,12,16867.9193631814,16.7932688109148,29.6637036676037,1001.07794810276,500.53897405138,0,62.1216321837516,0,59.9584287688092,1,95.7438560036184,1.64,1.74,52.4730968963403,4.04921338059962,-1.38529740518984,27.7915937563099,11.6940745161222,0,3944.07794810276,
80.8491452617171,1.46792560975511,30.2000000000002,8.2761896056798,2.253824941223,1,12,16875.4637549599,16.7887060530151,29.6689078565352,1001.973638088,500.986819044,0,62.0774378209206,0,60.9418217507266,1,95.7438560036184,1.64,1.74,52.5804827286546,4.00433724018175,-1.05492806920437,27.8588907636635,11.779165796421,0,3944.973638088,
80.8852295805416,1.47237834699599,30.3000000000002,8.15203287244974,2.25106970240425,1,12,16882.9955552341,16.7841509103066,29.6740961681881,1002.86823269385,501.434116346924,0,62.0332781247274,0,61.9252147326439,1,95.7438560036184,1.64,1.74,52.6863640882689,3.97177095770122,-0.765895884268848,27.9261426115363,11.8645283156947,0,3945.86823269385,
80.9212537175168,1.47682909779273,30.4000000000002,8.11395894539121,2.24831835623444,1,12,16890.5147938836,16.7796033647185,29.6792686591407,1003.76173346963,501.880866734814,0,61.9891530839218,0,62.2712233744297,1,95.7438560036184,1.64,1.74,52.791743440288,3.95580215335409,-0.375722963867187,27.99327745561,11.9500670289343,0,3946.76173346963,
80.9572178152866,1.4812778672255,30.5000000000002,8.12117277475518,2.2455708953313,1,12,16898.0215006821,16.7750633982439,29.684425385724,1004.65414196172,502.327070980859,0,61.9450626872145,0,62.2712233744297,1,95.7438560036184,1.64,1.74,52.8971210704087,3.95160565938671,-0.0987814332178108,28.060255926233,12.035730434076,0,3947.65414196172,
80.9931220159894,1.48572466035544,30.6000000000002,8.12837778706495,2.24282731233427,1,12,16905.515705298,16.7705309929399,29.6895664040243,1005.54545971356,502.772729856778,0,61.9010069232767,0,62.2712233744297,1,95.7438560036184,1.64,1.74,53.0024969693613,3.95133105106579,-0.00646688867249235,28.1270778001905,12.1215182506758,0,3948.54545971356,
81.028966461261,1.49016948222475,30.7000000000002,8.13557399477329,2.24008759990436,1,12,16912.9974372945,16.7660061309268,29.6946917698833,1006.43568826565,503.217844132827,0,61.8569857807404,0,62.2712233744297,1,95.7438560036184,1.64,1.74,53.1078711278824,3.95236152444399,0.0242778952667782,28.1937428547707,12.2074301978899,0,3949.43568826565,
81.0647512922365,1.49461233785678,30.8000000000002,8.14276141030939,2.2373517507241,1,12,16920.4667261306,16.7614887943883,29.6998015389006,1007.3248291556,503.6624145778,0,61.8129992481985,0,62.2712233744297,1,95.7438560036184,1.64,1.74,53.2132435367323,3.95382481642607,0.0344903347584171,28.2602508677653,12.2934659944761,0,3950.3248291556,
81.1004766495534,1.49905323225615,30.9000000000002,8.1499400460789,2.23461975749739,1,12,16927.923601161,16.756978965571,29.7048957664339,1008.21288391807,504.106441959035,0,61.769047314205,0,62.2712233744297,1,95.7438560036184,1.64,1.74,53.3186141866573,3.95543017695696,0.0378556539640192,28.3266016174706,12.3796253587941,0,3951.21288391807,
81.1361426733535,1.50349217040882,31.0000000000002,8.15710991446399,2.23189161294945,1,12,16935.3680916373,16.7524766267839,29.7099745076012,1009.09985408484,504.549927042421,0,61.7251299672754,0,62.2712233744297,1,95.7438560036184,1.64,1.74,53.4239830684201,3.95708069386229,0.038937628820856,28.3927948826878,12.465908008807,0,3952.09985408484,
81.1717495032858,1.50792915728222,31.1000000000002,8.16427102782342,2.22916730982668,1,12,16942.8002267082,16.7479817603981,29.7150378172816,1009.98574118479,504.992870592395,0,61.6812471958862,0,62.2712233744297,1,95.7438560036184,1.64,1.74,53.5293501727937,3.95874406788323,0.0392582004668039,28.458830442724,12.5523136620817,0,3952.98574118479,
81.2072972785088,1.51236419782531,31.2000000000002,8.17142339849264,2.22644684089664,1,12,16950.2200354199,16.743494348847,29.7200857501169,1010.87054674391,505.435273371955,0,61.6373989884758,0,62.2712233744297,1,95.7438560036184,1.64,1.74,53.634715490547,3.96040953669096,0.0393248909477021,28.5247080773927,12.6388420357902,0,3953.87054674391,
81.2427861376929,1.51679729696867,31.3000000000002,8.1785670387838,2.22373019894784,1,12,16957.6275467168,16.7390143746252,29.7251183605124,1011.75427228531,505.877136142656,0,61.5935853334443,0,62.2712233744297,1,95.7438560036184,1.64,1.74,53.7400790124761,3.96207351787221,0.039306971531373,28.590427567015,12.7254928467103,0,3954.75427228531,
81.2782162190227,1.52122845962463,31.4000000000002,8.18570196098589,2.22101737678977,1,12,16965.0227894417,16.734541820289,29.7301357026388,1012.63691932925,506.318459664623,0,61.5498062191535,0,62.2712233744297,1,95.7438560036184,1.64,1.74,53.8454407293628,3.96373482122005,0.0392608652114054,28.6559886924193,12.8122658112265,0,3955.63691932925,
81.3135876601997,1.52565769068736,31.5000000000002,8.19282817736475,2.21830836725272,1,12,16972.405792337,16.7300766684554,29.7351378304329,1013.51848939309,506.759244696545,0,61.5060616339272,0,62.2712233744297,1,95.7438560036184,1.64,1.74,53.9508006320196,3.96539305486897,0.0392054104169692,28.7213912349433,12.8991606453311,0,3956.51848939309,
81.3489005984443,1.5300849950329,31.6000000000002,8.19994570016315,2.21560316318773,1,12,16979.7765840441,16.7256189018022,29.7401247975993,1014.39898399138,507.199491995688,0,61.4623515660517,0,62.2712233744297,1,95.7438560036184,1.64,1.74,54.0561587112446,3.96704809240213,0.039146873957558,28.7866349764335,12.9861770646249,0,3957.39898399138,
81.3841551704985,1.53451037751935,31.7000000000002,8.20705454160087,2.21290175746646,1,12,16987.1351931051,16.7211685030677,29.7450966576112,1015.27840463579,507.639202317894,0,61.4186760037752,0,62.2712233744297,1,95.7438560036184,1.64,1.74,54.1615149578529,3.96869989634819,0.0390873569158339,28.8517196992468,13.0733147843182,0,3958.27840463579,
81.419351512628,1.53893384298687,31.8000000000002,8.21415471387478,2.21020414298117,1,12,16994.4816479624,16.7167254550502,29.7500534637121,1016.15675283518,508.078376417588,0,61.3750349353086,0,62.2712233744297,1,95.7438560036184,1.64,1.74,54.2668693626693,3.97034845839211,0.0390275486056827,28.9166451862505,13.1605735192317,0,3959.15675283518,
81.4544897606248,1.54335539625783,31.9000000000002,8.22124622915887,2.20751031264453,1,12,17001.8159769595,16.7122897406079,29.7549952689168,1017.03403009556,508.51701504778,0,61.3314283488255,0,62.2712233744297,1,95.7438560036184,1.64,1.74,54.3722219165355,3.97199378048816,0.0389676922185578,28.9814112208237,13.2479529837973,0,3960.03403009556,
81.4895700498091,1.54777504213687,32.0000000000002,8.22832909960432,2.20482025938963,1,12,17009.1382083415,16.7078613426585,29.7599221260125,1017.91023792014,508.95511896007,0,61.2878562324619,0,62.2712233744297,1,95.7438560036184,1.64,1.74,54.4775726102789,3.97363586726028,0.0389078513002921,29.0460175868574,13.3354528920595,0,3960.91023792014,
81.5245925150323,1.55219278541101,32.1000000000002,8.23540333733961,2.20213397616981,1,12,17016.4483702556,16.7034402441789,29.7648340875602,1018.7853778093,509.392688904652,0,61.2443185743172,0,62.2712233744297,1,95.7438560036184,1.64,1.74,54.5829214347506,3.97527472507787,0.0388480675957006,29.1104640687555,13.4230729576756,0,3961.7853778093,
81.5595572906783,1.55660863084972,32.2000000000002,8.24246895447052,2.19945145595863,1,12,17023.7464907516,16.699026428205,29.7697312058959,1019.65945126063,509.829725630317,0,61.2008153624534,0,62.2712233744297,1,95.7438560036184,1.64,1.74,54.6882683807977,3.97691036000756,0.0387883343473032,29.1747504514352,13.5108128939172,0,3962.65945126063,
81.5944645106668,1.56102258320501,32.3000000000002,8.24952596308026,2.19677269174972,1,12,17031.0325977821,16.6946198778313,29.7746135331317,1020.53245976892,510.266229884461,0,61.1573465848961,0,62.2712233744297,1,95.7438560036184,1.64,1.74,54.7936134392947,3.97854277891508,0.0387286709251368,29.2388765203283,13.5986724136708,0,3963.53245976892,
81.6293143084548,1.56543464721155,32.4000000000002,8.25657437522949,2.19409767655677,1,12,17038.3067192034,16.6902205762106,29.779481121157,1021.40440482617,510.702202413083,0,61.113912229634,0,62.2712233744297,1,95.7438560036184,1.64,1.74,54.8989566011014,3.98017198796071,0.0386690610210902,29.3028420613812,13.6866512294387,0,3964.40440482617,
81.6641068170393,1.56984482758669,32.5000000000002,8.2636142029564,2.19142640341337,1,12,17045.5688827755,16.685828506554,29.78433402164,1022.27528792159,511.137643960794,0,61.0705122846194,0,62.2712233744297,1,95.7438560036184,1.64,1.74,55.0042978571052,3.9817979940136,0.0386095218784391,29.3666468610559,13.7747490533404,0,3965.27528792159,
81.6988421689593,1.57425312903064,32.6000000000002,8.27064545827677,2.18875886537296,1,12,17052.8191161632,16.6814436521304,29.7891722860281,1023.14511054164,511.572555270818,0,61.0271467377682,0,62.2712233744297,1,95.7438560036184,1.64,1.74,55.1096371981859,3.98342080316307,0.0385500354045499,29.4302907063308,13.8629655971128,0,3966.14511054164,
81.7335204962981,1.57865955622645,32.7000000000002,8.27766815318404,2.18609505550875,1,12,17060.0574469359,16.6770659962659,29.79399596555,1024.01387417,512.006937084998,0,60.98381557696,0,62.2712233744297,1,95.7438560036184,1.64,1.74,55.2149746152503,3.9850404222274,0.0384906193308397,29.4937733847011,13.9513005721118,0,3967.01387417,
81.7681419306856,1.5830641138402,32.8000000000002,8.28468229964938,2.18343496691359,1,12,17067.2839025682,16.6726955223441,29.7988051112162,1024.88158028759,512.440790143797,0,60.9405187900386,0,62.2712233744297,1,95.7438560036184,1.64,1.74,55.3203100991876,3.9866568574254,0.038431259832774,29.5570946841798,14.0397536893126,0,3967.88158028759,
81.8027066033002,1.58746680652099,32.9000000000002,8.29168790962173,2.18077859269994,1,12,17074.498510441,16.6683322138057,29.8035997738205,1025.74823037261,512.874115186306,0,60.8972563648116,0,62.2712233744297,1,95.7438560036184,1.64,1.74,55.4256436409143,3.98827011528586,0.0383719646907731,29.6202543932981,14.1283246593113,0,3968.74823037261,
81.8372146448713,1.59186763890109,33.0000000000002,8.29868499502788,2.17812592599976,1,12,17081.7012978409,16.6639760541478,29.8083800039408,1026.61382590049,513.306912950245,0,60.854028289051,0,62.2712233744297,1,95.7438560036184,1.64,1.74,55.5309752313531,3.98988020220881,0.03831273125855,29.6832523011061,14.2170131923253,0,3969.61382590049,
81.8716661856813,1.59626661559601,33.1000000000002,8.30567356777255,2.17547695996441,1,12,17088.8922919617,16.6596270269242,29.8131458519408,1027.47836834394,513.739184171968,0,60.8108345504931,0,62.2712233744297,1,95.7438560036184,1.64,1.74,55.6363048614297,3.99148712458196,0.0382535596534297,29.7460881971739,14.3058189981943,0,3970.47836834394,
81.9060613555677,1.60066374120457,33.2000000000002,8.3126536397384,2.17283168776459,1,12,17096.0715199038,16.6552851157445,29.8178973679704,1028.34185917293,514.170929586465,0,60.7676751368386,0,62.2712233744297,1,95.7438560036184,1.64,1.74,55.7416325220763,3.99309088881843,0.0381944508898408,29.8087618715916,14.3947417863817,0,3971.34185917293,
81.9404002839255,1.60505902030897,33.3000000000002,8.31962522278616,2.17019010259025,1,12,17103.2390086758,16.6509503042746,29.8226346019675,1029.20429985474,514.602149927371,0,60.7245500357531,0,62.2712233744297,1,95.7438560036184,1.64,1.74,55.8469582042382,3.99469150123961,0.0381354031920319,29.8712731149705,14.4837812659747,0,3972.20429985474,
81.974683099709,1.60945245747492,33.4000000000002,8.32658832875463,2.1675521976505,1,12,17110.3947851939,16.6466225762358,29.8273576036587,1030.06569185392,515.032845926961,0,60.6814592348667,0,62.2712233744297,1,95.7438560036184,1.64,1.74,55.9522818988745,3.99628896816585,0.0380764169391927,29.9336217184435,14.5729371456861,0,3973.06569185392,
82.0089099314339,1.61384405725167,33.5000000000002,8.33354296946079,2.16491796617353,1,12,17117.5388762829,16.6423019154046,29.8320664225605,1030.92603663233,515.463018316165,0,60.6384027217747,0,62.2712233744297,1,95.7438560036184,1.64,1.74,56.0576035969432,3.99788329603612,0.0380174953644512,29.9958074736659,14.6622091338547,0,3973.92603663233,
82.0430809071799,1.61823382417213,33.6000000000002,8.34048915669983,2.16228740140655,1,12,17124.6713086767,16.6379883056128,29.8367611079805,1031.78533564912,515.89266782456,0,60.5953804840372,0,62.2712233744297,1,95.7438560036184,1.64,1.74,56.1629232894057,9.88801626147792,140.511624635108,30.0578301728162,14.7515969384464,0,3974.78533564912,
82.0771961545922,1.62262176275292,33.7000000000002,8.34742690224522,2.15966049661567,1,12,17131.7921090183,16.6336817307471,29.8414417090183,1032.64359036077,516.321795180385,0,60.5523925091798,0,62.2712233744297,1,95.7438560036184,1.64,1.74,56.2682409672504,4.3363127183175,-132.493430532752,30.1196896085963,14.8411002670551,0,3975.64359036077,
82.1112558008838,1.62700787749449,33.8000000000002,8.35435621784879,2.15703724508583,1,12,17138.9013038606,16.6293821747485,29.8461082745668,1033.50080222107,516.750401110536,0,60.5094387846931,0,62.2712233744297,1,95.7438560036184,1.64,1.74,56.8384573790491,8.37469196241957,96.417469774575,30.1813855742326,14.9307188269036,0,3976.50080222107,
82.1452599728376,1.63139217288114,33.9000000000002,-2.9853460038494,2.15441764012075,1,12,17145.9989196668,16.6250896216125,29.8507608533133,1034.35697268115,517.178486340574,0,60.4665192980335,0,-174.407574286967,1,95.7438560036184,1.64,1.74,56.81532540456,2.20508398854537,-147.362296385282,30.2175546131679,14.9843933206443,0,3977.35697268115,
82.1792087968084,1.63577465338116,34.0000000000002,-2.9878140690466,2.15180167504282,1,12,17153.0849828105,16.6208040553885,29.8553994937401,1035.21210318946,517.606051594729,0,60.423634036623,0,-174.407574286967,1,95.7438560036184,1.64,1.74,56.7921932623342,0.148301366847911,-49.1470007630535,30.2537450668951,15.0380528335571,0,3978.21210318946,
82.213102398725,1.64015532344687,34.1000000000002,-2.99027913692303,2.14918934319301,1,12,17160.1595195767,16.6165254601797,29.8600242441263,1036.0661951918,518.033097595902,0,60.3807829878491,0,-174.407574286967,1,95.7438560036184,1.64,1.74,56.7690609525149,-0.537539076605839,-16.3949903125099,30.2899569296136,15.0916973573536,0,3979.0661951918,
82.246940904092,1.64453418751472,34.2000000000002,-2.9927412116439,2.14658063793084,1,12,17167.2225561616,16.6122538201431,29.8646351525483,1036.91925013134,518.459625065668,0,60.3379661390654,0,-174.407574286967,1,95.7438560036184,1.64,1.74,56.7459284752609,-0.766398399876878,-5.47312999866154,30.3261901955194,15.1453268837472,0,3979.91925013134,
82.2807244379921,1.64891125000534,34.3000000000002,-2.9952002973668,2.14397555263425,1,12,17174.2741186735,16.6079891194885,29.869232266881,1037.77126944857,518.885634724284,0,60.2951834775917,0,-174.407574286967,1,95.7438560036184,1.64,1.74,56.7227958306994,-0.842930291065274,-1.83099988205738,30.3624448588054,15.1989414044541,0,3980.77126944857,
