speed,elapsedTime,elapsedDistance,lateralAcceleration,longitudinalAcceleration,gear,gearRatio,engineSpeed,torque,power,downForce,dragForce,tractionControl,throttlePosition,brakePosition,cornerRadius,sectorIndex,maximumCornerSpeed,loadSensitiveLatGrip,loadSensitiveLongGrip,yawangle,yawvelocity,yawacceleration,xposition,yposition,trackelevation,fz,
Speed (linear),Time,Length,Acceleration (linear),Acceleration (linear),Unitless,Unitless,Speed (angular),Torque,Power,Force,Force,Ratio,Ratio,Ratio,Length,Unitless,Speed (linear),Unitless,Unitless,Angle,Speed (angular),Acceleration (angular),Length,Length,Length,Force,
km/h,s,m,m/s^2,m/s^2,-,-,rpm,N.m,kW,N,N,%,%,%,m,-,km/h,-,-,deg,rpm,deg/s^2,m,m,m,N,
67.957811045846,0.148681296190113,2.8,5.90021113011927,3.23843719484993,1,12,14184.6839995428,18.5909667054694,27.6153312028395,707.920017406259,353.960008703129,0,75.8041534443415,0,60.3957264144854,1,95.7438560036184,1.64,1.74,2.76927155412846,3.38681213245425,0.313090996575925,3.06350740068166,0.0254236897435319,0,3650.92001740626,
68.0194823809247,0.153978700483449,2.9,5.93556977424566,3.23383405572589,1,12,14197.5565212803,18.5819275175915,27.6269528171898,709.205467358079,354.60273367904,0,75.7484268720871,0,60.1449584555747,1,95.7438560036184,1.64,1.74,2.87716940185982,3.39219721709043,0.106453031177693,3.17206089897913,0.0291317592502599,0,3652.20546735808,
68.0810102600998,0.159271301770591,3,5.97120913626311,3.22923957830949,1,12,14210.3990997835,18.5729093560925,27.6385231132686,710.489089122991,355.244544561495,0,75.6927361213081,0,59.8941904966641,1,95.7438560036184,1.64,1.74,2.98547865496506,3.41731322126438,0.496946900774607,3.28055766168654,0.0330424606783647,0,3653.48908912299,
68.1423952369861,0.164559119895273,3.1,6.00713278606235,3.22465373550344,1,12,14223.2118506072,18.5639121398291,27.6500423645228,711.770886148424,355.885443074212,0,75.6370812089518,0,59.6434225377534,1,95.7438560036184,1.64,1.74,3.09319477410381,3.43062204247252,0.263567404359605,3.38899727937061,0.0371563720656552,0,3654.77088614842,
68.203637861786,0.169842174574346,3.2,6.09002674605292,3.22007650035943,1,12,14235.9948885938,18.5549357881578,27.6615108424964,713.050861870966,356.525430935483,0,75.5814621518113,0,58.9373870869974,1,95.7438560036184,1.64,1.74,3.20252325200198,3.46334756603612,0.648679414074127,3.49729469822662,0.0414687958675376,0,3656.05086187097,
68.2647386813195,0.175120485398902,3.3,6.15405715225007,3.21550784607683,1,12,14248.74832788,18.5459802209311,27.6729288168477,714.32901971642,357.16450985821,0,75.5258789665264,0,58.4287153076064,1,95.7438560036184,1.64,1.74,3.31271696454643,3.49488790261569,0.62574873530338,3.60548612939443,0.0459837871347901,0,3657.32901971642,
68.3256982390531,0.180394071835387,3.4,6.21919645904442,3.21094774600153,1,12,14261.4722819023,18.5370453584929,27.6842965553667,715.605363099865,357.802681549933,0,75.4703316695841,0,57.9200435282154,1,95.7438560036184,1.64,1.74,3.423791062405,3.52638961804528,0.625542401810817,3.71357110987919,0.0507025887346077,0,3658.60536309986,
68.3865170751297,0.185662953226697,3.5,6.28547417127024,3.20639617362469,1,12,14274.1668634035,18.5281311216742,27.6956143239916,716.879895425715,358.439947712858,0,75.4148202773192,0,57.4113717488244,1,95.7438560036184,1.64,1.74,3.53576109708386,3.55824444927526,0.633119229308086,3.82154916710598,0.0556264664564632,0,3659.87989542572,
68.4471957263964,0.190927148793266,3.6,6.35292084868128,3.20185310258154,1,12,14286.8321844386,18.5192374317893,27.706882386826,718.152620087779,359.076310043889,0,75.3593448059152,0,56.9026999694334,1,95.7438560036184,1.64,1.74,3.64864303523293,3.59059286712498,0.643501623922083,3.92941981862627,0.0607567096152056,0,3661.15262008778,
68.5077347264335,0.196186677634141,3.7,6.42156815352797,3.19731850665022,1,12,14299.4683563806,18.5103642106311,27.7181010061548,719.423540469313,359.711770234657,0,75.3039052714048,0,56.3940281900424,1,95.7438560036184,1.64,1.74,3.76245327351034,3.6234919448109,0.655036499117033,4.03718257181285,0.0660946316753328,0,3662.42354046931,
68.5681346055823,0.201441558728043,3.8,6.49144890073284,3.19279235975058,1,12,14312.0754899264,18.5015113804672,27.7292704424609,720.692659943089,360.346329971544,0,75.2485016896707,0,55.8853564106514,1,95.7438560036184,1.64,1.74,3.87720865418704,3.65697133138858,0.667180303668606,4.1448369235427,0.0716415708973747,0,3663.69265994309,
68.6283958909731,0.206691810934419,3.9,6.56259711083136,3.18827463594304,1,12,14324.6536951028,18.492678864036,27.7403909544415,721.95998187144,360.97999093572,0,75.1931340764463,0,55.3766846312604,1,95.7438560036184,1.64,1.74,3.99292648142536,3.69105192632886,0.679760022222203,4.25238235986717,0.0773988910073737,0,3664.95998187144,
68.6885191065525,0.211937452994477,4,6.63504806585765,3.18376530942742,1,12,14337.203081272,18.4838665845426,27.7514627990234,723.225509606324,361.612754803162,0,75.137802447316,0,54.8680128518694,1,95.7438560036184,1.64,1.74,4.10962453832734,3.72575212306871,0.692726660263443,4.35981835566888,0.0833679818904989,0,3666.22550960632,
68.7485047731104,0.217178503532217,4.1,6.70883836836778,3.17926435454185,1,12,14349.7237571374,18.4750744656545,27.7624862313796,724.48924648938,362.24462324469,0,75.0825068177164,0,54.3593410724784,1,95.7438560036184,1.64,1.74,4.22732110476413,3.7610899089559,0.706073001572714,4.46714437430466,0.0895502603098939,0,3667.48924648938,
68.8083534083075,0.222414981055446,4.2,6.7840060038084,3.17477174576159,1,12,14362.2158307491,18.466302431498,27.7734615049444,725.75119585198,362.87559792599,0,75.0272472029366,0,53.8506692930874,1,95.7438560036184,1.64,1.74,4.3460349760661,3.79708358617346,0.71980621464706,4.57435986723384,0.0959471706519092,0,3668.75119585198,
68.8680655267009,0.22764690395678,4.3,6.86059040645379,3.17028745769794,1,12,14374.6794095095,18.4575504066544,27.7843888714287,727.011361015287,363.505680507644,0,74.9720236181187,0,53.3419975136964,1,95.7438560036184,1.64,1.74,4.46578548256118,3.83375203327172,0.733938720650676,4.68146427363117,0.102560185698944,0,3670.01136101529,
68.9276416397715,0.232874290514639,4.4,6.93863252915191,3.16581146509717,1,12,14387.1146001789,18.4488183161557,27.7952685808357,728.269745290311,364.134872645156,0,74.916836078259,0,52.8333257343054,1,95.7438560036184,1.64,1.74,4.58659251007955,3.87111481508852,0.74848517880549,4.78845701998355,0.10939080743118,0,3671.26974529031,
68.9870822559488,0.238097158894228,4.5,7.01817491713865,3.16134374283939,1,12,14399.5215088806,18.4401060854813,27.8061008814758,729.52635197796,364.76317598898,0,74.8616845982082,0,52.3246539549144,1,95.7438560036184,1.64,1.74,4.70847652145535,3.90919224395304,0.763461518935098,4.89533751966975,0.116440567858578,0,3672.52635197796,
69.0463878806377,0.24331552714851,4.6,7.09926178619989,3.15688426593751,1,12,14411.9002411067,18.4314136405537,27.8168860199814,730.781184369096,365.390592184548,0,74.8065691926721,0,51.8159821755234,1,95.7438560036184,1.64,1.74,4.83145857904127,3.9480054251978,0.778884631614542,5.00210517252226,0.123711029884564,0,3673.7811843691,
69.1055590162433,0.248529413219166,4.7,7.18193910548291,3.15243300953616,1,12,14424.250901723,18.4227409077353,27.8276242413216,732.034245744589,366.017122872294,0,74.7514898762123,0,51.3073103961324,1,95.7438560036184,1.64,1.74,4.95556036836743,3.98757629954309,0.794772309013759,5.10875936437032,0.131203788202933,0,3675.03424574459,
69.164596162196,0.253738834937546,4.8,7.26625468528334,3.14798994891063,1,12,14436.5735949747,18.4140878138245,27.8383157888172,733.285539375369,366.642769687684,0,74.6964466632468,0,50.7986386167414,1,95.7438560036184,1.64,1.74,5.08080422296997,4.02792768623633,0.811143263434632,5.21529946656316,0.138920470229588,0,3676.28553937537,
69.2234998149769,0.258943810025607,4.9,7.35225827015968,3.14355505946583,1,12,14448.8684244911,18.4054542860518,27.8489609041545,734.535068522478,367.267534261239,0,74.6414395680506,0,50.2899668373504,1,95.7438560036184,1.64,1.74,5.20721315044514,4.06908332765485,0.828017160164097,5.32172483547226,0.146862737070798,0,3677.53506852248,
69.2822704681418,0.264144356096843,5,7.44000163775658,3.13912831673529,1,12,14461.135493291,18.3968402520765,27.8595598274003,735.782836437127,367.891418218563,0,74.5864686047566,0,49.7812950579594,1,95.7438560036184,1.64,1.74,5.33481085986101,4.11106793649307,0.845414673018621,5.42803481197178,0.155032284529808,0,3678.78283643713,
69.3409086123461,0.269340490657207,5.1,7.52953870374941,3.13470969638009,1,12,14473.3749037879,18.3882456399832,27.8701127970153,737.028846360739,368.51442318037,0,74.5315337873556,0,49.2726232785684,1,95.7438560036184,1.64,1.74,5.46362179057265,4.15390724644604,0.863357558518661,5.53422872089563,0.163430844153695,0,3680.02884636074,
69.3994147353683,0.274532231106018,5.2,7.62092563335709,3.1302991741879,1,12,14485.5867577946,18.3796703782781,27.8806200498685,738.27310152501,369.136550762505,0,74.4766351296974,0,48.7639514991774,1,95.7438560036184,1.64,1.74,5.59367114249294,4.19762806459329,0.881868694160266,5.64030587047018,0.172060184322504,0,3681.27310152501,
69.4577893221345,0.27971959473686,5.3,7.71422095990776,3.12589672607194,1,12,14497.7711565287,18.3711143958852,27.8910818212509,739.515605151952,369.757802575976,0,74.4217726454915,0,48.2552797197864,1,95.7438560036184,1.64,1.74,5.72498490800636,4.24225832897463,0.900972187326792,5.74626555172106,0.18092211138283,0,3682.51560515195,
69.5160328547413,0.284902598738476,5.4,7.80948571098345,3.12150232807003,1,12,14509.9282006173,18.3625776221437,27.9014983448891,740.75636045395,370.378180226975,0,74.3669463483073,0,47.7466079403954,1,95.7438560036184,1.64,1.74,5.85758990550959,4.28782716819307,0.920693420756469,5.85210703785278,0.190018470828113,0,3683.75636045395,
69.5741458124796,0.290081260195643,5.5,7.90678354271482,3.11711595634359,1,12,14522.0579901015,18.3540599868035,27.9118698529588,741.995370633808,370.997685316904,0,74.3121562515748,0,47.2379361610044,1,95.7438560036184,1.64,1.74,5.99151381480917,4.33436496581587,0.941059154219008,5.95782958359939,0.199351148528099,0,3684.99537063381,
69.6321286718574,0.295255596090047,5.6,8.00618088284713,3.11273758717666,1,12,14534.160624442,18.3455614200229,27.9221965760984,743.2326388848,371.6163194424,0,74.2574023685856,0,46.7292643816134,1,95.7438560036184,1.64,1.74,6.12678521440394,4.38190342885338,0.962097612069844,6.06343242454478,0.208922072010032,0,3686.2326388848,
69.689981906623,0.300425623301142,5.7,8.10774708325317,3.10836719697499,1,12,14546.236202523,18.3370818523644,27.9324787434216,744.46816839072,372.23408419536,0,74.2026847124928,0,46.2205926022224,1,95.7438560036184,1.64,1.74,6.26343362079009,4.43047566019959,0.98383856883273,6.16891477641069,0.218733211794333,0,3687.46816839072,
69.747705987787,0.305591358607005,5.8,8.21155458262881,3.10400476226503,1,12,14558.2848226577,18.3286212147917,27.9427165825313,745.701962325932,372.850981162966,0,74.1480032963123,0,45.7119208228314,1,95.7438560036184,1.64,1.74,6.4014895299742,4.48011623673519,1.00631346962478,6.27427583431058,0.22878658278769,0,3688.70196232593,
69.8053013836451,0.310752818685176,5.9,8.31767908017359,3.09965025969306,1,12,14570.3065825923,18.3201794386667,27.952910319532,746.934023855413,373.467011927706,0,74.0933581329229,0,45.2032490434404,1,95.7438560036184,1.64,1.74,6.54098446127974,4.53086129218845,1.0295555327595,6.37951477196737,0.239084245736679,0,3689.93402385541,
69.8627685598001,0.315910020113496,5.99999999999999,8.42619972113121,3.09530366602419,1,12,14582.3015795111,18.3117564557458,27.9630601790425,748.16435613481,374.082178067405,0,74.0387492350671,0,44.6945772640494,1,95.7438560036184,1.64,1.74,6.68195100364575,4.58274860567856,1.05359987156296,6.48463074089292,0.24962830874523,0,3691.16435613481,
69.9201079791837,0.321062979370927,6.09999999999999,8.53719929514583,3.09096495814151,1,12,14594.2699100409,18.3033521981769,27.9731663842089,749.392962310481,374.69648115524,0,73.9841766153516,0,44.1859054846584,1,95.7438560036184,1.64,1.74,6.82442286457734,4.6358176967328,1.07848363279963,6.58962286952676,0.260420928859481,0,3692.39296231048,
69.9773201020783,0.326211712838375,6.19999999999999,8.6507644484788,3.08663411304514,1,12,14606.2116702552,18.2949665984962,27.983229156717,750.619845519545,375.309922759773,0,73.9296402862478,0,43.6772337052674,1,95.7438560036184,1.64,1.74,6.96843492190709,4.70030365428873,1.31157569654904,6.69449026233189,0.271464313723812,0,3693.61984551955,
70.0344053861382,0.331356236799494,6.29999999999999,8.76698591122928,3.08231110785133,1,12,14618.1269556794,18.2865995896254,27.9932487168046,751.84500888993,375.922504444965,0,73.8751402600926,0,43.1685619258764,1,95.7438560036184,1.64,1.74,7.11402327860828,4.747067534577,0.951905779668823,6.79923199884469,0.282760723312077,0,3694.84500888993,
70.0913642864109,0.336496567441485,6.39999999999999,8.8859587408109,3.0779959197916,1,12,14630.0158612945,18.2782511048677,28.0032252832738,753.068455540418,376.534227770209,0,73.8206765490888,0,42.6598901464854,1,95.7438560036184,1.64,1.74,7.26216850521288,4.80050281710908,1.0885933398521,6.90384713267622,0.294312471738371,0,3696.06845554042,
70.1481972553583,0.34163272085589,6.49999999999999,8.93929010699491,3.07368852621181,1,12,14641.8784815418,18.2699210779059,28.0131590735033,754.290188580691,377.145094290345,0,73.7662491653057,0,42.474179282388,1,95.7438560036184,1.64,1.74,7.41083815655822,4.83430682795744,0.689221573517221,7.00839425594187,0.306130404406762,0,3697.29018858069,
70.2049047428771,0.346764713039375,6.59999999999999,8.99908322023866,3.06938890457135,1,12,14653.7149103273,18.2616094427984,28.0230503034598,755.51021111138,377.75510555569,0,73.7118581206796,0,42.2602088749911,1,95.7438560036184,1.64,1.74,7.56021233770772,4.86361134050306,0.597966884586055,7.11286735735128,0.318214598929489,0,3698.51021111138,
70.2614871963196,0.351892559894498,6.69999999999999,9.05946445853449,3.06509703244223,1,12,14665.5252410258,18.2533161339766,28.0328991877108,756.728526224108,378.364263112054,0,73.6575034270144,0,42.0462384675942,1,95.7438560036184,1.64,1.74,7.71029819720741,4.89159252899387,0.571425646962749,7.21726560915029,0.330566034690178,0,3699.72852622411,
70.3179450605137,0.357016277230485,6.79999999999999,9.12044288368602,3.06081288750823,1,12,14677.3095664854,18.2450410862419,28.0427059394355,757.945137001536,378.972568500768,0,73.6031850959823,0,41.8322680601974,1,95.7438560036184,1.64,1.74,7.86110299278957,4.91931185473671,0.566534180854373,7.32158817335588,0.343185699606052,0,3700.94513700154,
70.3742787777837,0.362135880763981,6.89999999999999,9.18202774374531,3.05653644756406,1,12,14689.0679790313,18.2367842347628,28.0524707704368,759.160046517409,379.580023258704,0,73.5489031391242,0,41.6182976528005,1,95.7438560036184,1.64,1.74,8.01263409361732,4.94712593112203,0.568927505595477,7.4258342015797,0.356074590237418,0,3702.16004651741,
